Product_Name,Total_Rating,User,Time,Heading,Detail,Recommend,No_helpful_vote,Yes_helpful_vote
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Mitze,05-21-2020,My dog loves this,My sweet girl loves her fresh pet. When i tell her it's yum yum time she comes running. She has allergies and for years nothing i gave her was helping. I suffered watching her itchy all the time. I tried everything from specialized food for allergic dogs to consultation with the vet. She would never get excited at meal time until fresh pet was introduced. Everyday she gets excited at feeding time and she seems to be doing much better with her allergies. It gives me peace of mind knowing that quality and care goes into the food that i am feeding to my dog. It gives me comfort to know that freshpet only uses the best quality ingredients and understands the importance of a high quality food for our beloved pets.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Nel Nel,04-21-2020,Great product!,"My nine year old Yorkie would never eat and commercial pet foods or treats. We had even tried other fresh dog foods with no avail. 
She has always liked blueberries and steak/ beef in particular. We were AMAZED when she liked this Vital/ Freshpet food. She loves it and it sure makes our lives easier! I highly recommend this product. We are so lucky to have a local PetSmart! Thank you!",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Bongo,02-12-2020,Cash loves it,Cash loves the Beef &amp; Bison. He wouldn't eat the wet food we had for him . On a whim we tried the Vital B&amp;B . Now he won't eat unless the Beef &amp; Bison is mixed in .,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Jody Gallup,01-20-2020,My Buddy is happy and content again,"I purchased this product a few weeks ago. Our Buddy LOVES it. He is a senior dog with some health issues in the past two years. he seemed to know that something wasn't right with some other foods and eventually would just not eat them. He seems so happy and content and is resting quiet without coughing. Thank you FRESHPET for caring about our beloved family member enough to make this excellent food available. I will continue to buy this for Buddy and give him as much as he is happy with. For Buddy, the sky's the limit!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Alixandr,01-16-2020,Works great for us!,I have an English bulldog that is 10 months old in his struggle rush Runic if she is from the beginning. That went ahead and recommended we try fresh that dog food and so far it's been working fantastic. No more upset stomach diarrhea or vomiting.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Cellina,01-02-2020,Thank you üòä,"I just wanted to thank you guys for the Coupons I received and as well as the cute cooler bag. They helped out a lot today, especially right after the holidays and I was able to get my dog his favorite freshpet! I even got him his first bag of treats from you guys! Very happy",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Kalia,12-16-2019,Best food ever! THANK YOU for creating this recipe!,"Dear Fresh Pet,
                    My dog is a very finicky eater, plus he's allergic to chicken and ALL chicken products. I adopted him about 5 years ago and he's the sweetest dog ever. I have had a big challenge finding him food he will eat that has no chicken and I've been trying different brands and types of food for 5 years. Sometimes he just wouldn't eat and other times I'd have to create games with the food to get him to eat ‚Äî and he's a big dog at 50 pounds! A friend recommended Fresh Pet. I tried a few different recipes and then finally the Beef Bison. He loves it! This is the only food he's ever eaten with no hesitation. He gobbles it up! I've never seen him eat any food like that, even treats. This seems to be the only recipe of yours he will eat wholeheartedly, so please make it forever. And thank you from the bottom of my heart for creating this healthy food that my dog loves. You have reduced my daily stress and increased the happiness of us both!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Cynthia,11-13-2019,This food is awesome.,My Sofie absolutely loves this food. She devours it and wants more.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Hershey,09-17-2019,Its the best!,"My cocker Hershey loves this food. He's healthier because of it (lost weight, more energy) The commercial you see on tv about the Pug? It's absolutely accurate!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Susan,09-15-2019,I am so glad to have this product.,"Ben is a 3 yr old rescue I have had for 2 yrs. He had spots of no hair inflamed skin and would bite himself and eat his hair. We have had multiple tests, meds and diets. Very fussy eater. On a med every day. Started fresh pet3 weeks ago‚Äîhe loves it-watches me fix it and gobbles it up. His hair has grown in and thickened-he no longer bites himself. Hoping to try cutting back on meds soon-(takes Atopica) The changes in my Ben are like a miracle. He had to be sensitive to something in all foods we have tried (and we have tried a bunch)‚Äîbut not in fresh pet.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Victor,09-10-2019,Good Product,This is a very good product. Would like to see this formula with added grain as is the case with the Vital Turkey Roll.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Nicole,09-09-2019,Great for picky eaters!,I have the pickiest of picky eaters and this is the only food he will consistently eat. I like that it has natural ingredients.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Nancy,08-23-2019,I would definitely buy it again!,My dog loves it! I add it to a homemade diet.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,YorkiePoo516,07-04-2019,Freshpet Vital Beef & Bison,"Switching my dog to this food has helped his digestion immensely!  It has helped him be very regular which is also a plus.  The best part is he loves it.  He has tried different flavors, but Beef & Bison is definitely his favorite.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,James M Wilson,06-30-2019,Vital saved our rescue Boston Terrier Puppy Mill Mommy!,"We adopted a 4 year old boston terrier who had spent the last three years as a puppy mill mommy who was rescued and we adopted her. Her diet was a mess, she lost two teeth, was covered in sores on her body and her feet and we took her to VSEC where a GI specialist found she had giardia and was allergic to chicken. I had to hand feed her Vital Buffalo and Beef without grains, twice a day for three years and she recovered nicely and is now eating herself and is healthier now. Thanks Vital, please make more products without chicken or grains.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Alexandra,06-25-2019,"Finally, dog food my picky dog will eat!","As from the headline, my dog is very, very picky. Ever since he was a puppy, he would not eat dog food (any kind) and would only eat baked chicken. However, my dog is now almost 14 years old and was starting to have very weak legs. 
                    It was this time when I was looking for a good quality dog food. My pet store had Vital Grain-Free Beef & Bison Recipe on sale, so I bought it. Little did I know my dog would love this food! Every time I gave it to him, he would chow it down. If you buy the recipes with blueberries, you will see whole blueberries. 
                    After only a few days of giving him it, his hind legs were a lot better, I could really tell. It's very easy to prepare and you can also mix it with other stuff as well. It is great for dogs that have jaw issues or hard time swallowing other food. I will keep buying it. Thank you FreshPet!!!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Lyndsey,06-18-2019,Labradoodle who wouldn't eat,"We have a two year old Labradoodle named Zeke. He is our baby and love him so much. For the last year, ever since getting off of the puppy formula, he has been such a finicky eater. Some days he just wouldn't eat at all. We tried everything, from getting him seen by his vet to switching his hard food, adding different wet foods, adding food toppers.... nothing worked. Until we found Fresh Pet Vital Beef & Bison Recipe!! He LOVES IT. No more telling him over and over and over again ""Buddy, go eat your food""! We mix it in with his hard food and he now gobbles it right up. Such a weight lifted off of our shoulders! Thank you!!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Leia,05-21-2019,My maltipoo loves it!,My dogs goes nuts when she see's me pulling it out from the refrigerator. lol I love how fresh this food is. I recommend every pet owner to buy it. So worth it.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,LaVenia,04-23-2019,"My straight-haired Cockapoo, 5 yrs old, loves this new food.","Vital¬Æ Grain Free Beef & Bison Recipe with Spinach, Cranberries & Blueberries-- bought the roll. Iwanted to add something healthy to my dog's dry food. Over 3 yrs I have tried all types of dog food for dog, but his sensitive stomach would either vomit or his bowels would run loose. I gave up until this week and a guy behind me at Petsmart started telling about the Freshpet bison roll. With his sincere persuasion about how his dog loves this food and the cashier said her cat loves it too, I decided to buy a roll. Oh myGod, my 16 lbs dog was so anxious and smelling the food as I was slicing and using my food chopper to break it up in small squares. He loved it!!! Well, I waited a few days to see if he would vomit or have loose bowel, but no sight of any sickness and his bowels were firm! Eureka! I finly can mix his dry food with wet food. I went and and chopped the rest of the Bison roll into small square and put food dosage amount into sandwich bags. I froze the other half into freezer bags and he loves the frozen squares as well!! He always stays in the kitchen after eating just sniffing the the Feshpet's aroma for abount 5 mins--it is so cute and makes me laugh then he licks his lips showing me this food is smacking good!!! I now plan to buy the snack bags in the future. Thanks Freshpet!!!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Jen,03-05-2019,Amazing dog food!,We had a Schneider for 16 years. She had an accident when she was 13 and we were told we would have to feed her through a feeding tube. She gained her strength back but didn't like any food until we tried the beef and bison! She loved it and had a very healthy three more years for us to love her!!,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,tiff84,03-04-2019,Picky Senior Dog loves this,"My senior (12 year old) shiba inu has decided he no longer wants to eat kibble. He's been very picky about wet foods, over the last year the trend has been he'll eat one serving and then decide it's not worth eating the 2nd or 3rd time. I had grabbed this tube and a back of food from the fridge section.
He absolutely loved this one! So much that he begged for more, which he hasn't done, he ate the whole medium tube within two days. To see him so eager to eat has been amazing. 
I would describe the texture as that of liverwurst, it is very solid, you can see the blueberries. He likes two slices cubed up and heated for 10 seconds to take the chill out.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Melissa,02-24-2019,Hes a Happy Dog Now,"I couldn't get him to eat regular dog food. Found Freshpet and have tried many different recipes and he did very well. Last time I found the Freshpet Beef and Bison roll with Blueberries & Cranberries - he went wild for it! He just turned 14 in January and you would think he was a puppy. So full of life and loves to play. He's a picky little eater so this has been a God send for us. The treats he absolutely loves. Will not go to bed until you get one and tell him go and he takes off and jumps on the bed and is a happy dog. I cannot thank you all enough for giving me my little Pookie Bear back. He loves this product and so do we!! It's the only food he will ever get from now on! He's active and happy again. You all are so amazing and I couldn't be more thankful for this product!
                    
                    Thank you so much!!!!
                    
                    Pookie's mom Missie from Morgantown WV",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,TerrierPippy,01-05-2019,Next best thing to raw food!,"We have a Therapy Dog and although raw diet was recommended by my friend, a breeder, the therapy association indicated that raw wasn’t acceptable for dogs in the program due to possible salmonella being transferred from mouth to patients hands. Enter “pasteurized formula freshpet”.
I have a small terrier who is a real picky eater and a second dog who’s allergic to chicken and egg, I tried “freshpet” salmon, and the beef/bison spinach & blueberry. They both love this pasteurized food and remind me when it’s “chow time”.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Donna,11-09-2018,Took some convincing but can't get enough,"Our small terrier mix stopped eating, so after trying a few different brands but then we tried Freshpet. She now devours every meal. We even mix some of the different chicken flavors together.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Angela,10-23-2018,Thank you for saving my Ka$h,"I adopted my frenchie, Ka$h, one year ago. He had been hit by a car and dumped by his owners. After $10,000 in surgery to replace his pelvis, I was contacted by the rescue to adopt him. I had waited over one year to find a frenchie. Little did I know, Ka$h came with some extra health issues. He is severely allergic to chicken. ALL forms of it. SO allergic, ALL of my animals had to be put on a completely chicken free diet. Ka$h HATED the food recommended by my vet. We reached an understanding with another brand but it was fish based and he didn't like it. I decided to try Vital in the Beef & Bison. It was a WINNER! Not only are the sores on Ka$h finally healing BUT he now LOOKS FORWARD to feeding time! I can't thank you enough for making my boy not only healthy but ALSO HAPPY! Ka$h is the 2nd dog I've owned that required special food. Vital saved BOTH of my dogs from suffering and ALSO didn't break my budget. You all are a blessing and I hope you continue to expand your line. If there are any completely chicken free treats, I would love to hear about them. Ka$h cannot even have chicken fat as an ingredient. He would HAPPILY volunteer as a ""taste tester"" for any completely poultry free treat products that you may intend to launch in the future! Thank you so much. There are no words to express my appreciation for you.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Richard,09-21-2018,Best we've found!,"My very finicky toy poodles love this food, and we are seeing them prosper and get healthier the longer we use this product. One of the very best foods you could possibly give your dog.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,M,09-19-2018,Life saver,"Timber is a once 100 lb rescue mix who is now 13 yrs old and ~83 lb due to muscle loss and early stage kidney disease. He had a very sensitive stomach from the get go. We always tried to feed him high protein, high quality kibble, which he did best on. Unfortunately we experienced more than one brand start with a good quality recipe to build the reputation and trust then over time sneakily change the ingredients to cheaper recipe for same big price. Usually we found out when his stomach started acting up. One thing my boy always liked is eating, but recently he started leaving a portion in the bowl and suddenly stopped eating any dry dog food offered. In desperation we tried cooking him human grade meats (chicken, steak, lean ground beef), which he ate once then refused the next time. We ran out of things to offer and thought we would have to take him to the vet to say goodbye. Then my stepdad said √¢‚Ç¨≈ìwhat about the refrigerated dog food you see at the stores?√¢‚Ç¨√π We thought it was a long shot if he wouldn√¢‚Ç¨‚Ñ¢t eat steak, but we were desperate and wouldn√¢‚Ç¨‚Ñ¢t let him starve himself and knew he couldn't live on hamburgers anyway. We offered him the Freshpet Vital Beef & Bison roll and to our amazement and pure joy he wolfed it down...not just once, but every day for the last two weeks so far. He is no longer on his NSAID for arthritis and he has gotten a lot of spunk back. He meets us bright eyed at the door again, which he hadn√¢‚Ç¨‚Ñ¢t done for over a month. We are so grateful to have found this food that has rejuvenated him and extended our time together.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Natalie,09-13-2018,Dachshund LOVES it!,"I found this food a few months ago and couldn't be happier! My Piper is a 10 year old Dachshund with allergies, food sensitivities, and bad teeth (even with regular cleanings - its a dachshund thing). She looooves this food so much she can hardly wait for mealtime. She dances and bounces around like a puppy when its time to eat! Such a relief since she had stopped being excited about food! We even had to get a slow feed bowl because she gobbles it up so fast! Very happy with this food and do not plan on switching ever again!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Adrienne,08-21-2018,HAPPY LITTLE SENIOR!,"My chubby 10lb. 15 year old chihuahua, Max, has ALWAYS been finicky with his dry kibble. The last few years it had gotten much worse having to add dog broth, roast beef or anything else that would entice him to eat his food. I certainly did not want to start giving him table food since it would not have all his necessary nutrients. That's when I took note of an advertisement for Freshpet. Tried a small roll of the Beef &amp; Bison (unfortunately he cannot eat chicken), mixed a little with his kibble, he picked out all the Freshpet and meal time has taken on a whole new meaning. He gets up at about 5:30 in the morning, goes out, comes in, gets his meds and starts barking up a storm if his Freshpet isn't ready. Food down and gone in 60 seconds! He's happier, more alert, more active as am I. I AM SO SORRY I DIDN'T TRY FRESHPET SOONER! Thank you, thank you for this GREAT food!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Shonta,07-31-2018,My dog loves it.,My 12yo Coton absolutely loves this food. I think he thinks it's human food. With canned food my dog would get a upset stomach after every few weeks. Since switched to Freshpet he hasn't had any issues.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Sweetpea,03-25-2018,The Dachshund pickers,"I have two wonderful dogs, Frank and Sadie. Frank is nine year old Dachshund mix and Sadie is three and she's a Dachshund Beagle mix. My dogs have always been playful well behaved and they love people. Over the years I've tried them on various dog foods mainly grain free. The last few months have been rough. Their appetites have totally disappeared. One of the grain free ones had chicken and they were so allergic to it or whatever way it was processed. They began losing their fur in different spots as a result. I think my dogs knew that it was making them I'll so they quit eating it(they're so smart). I was so worried so I saw a commercial for Freshpet and Frank cleaned his bowl and went to Sadie's bowl and looked up at me as if to say can I continue? I'm so happy, they're eating again and the sores have disappeared.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,CJ,02-28-2018,Squid is feeling better!,"My little dog is a hairless Chinese Crested that developed some serious allergies to almost every dog food we were trying. She would break out in hives and I felt like she wouldn√¢‚Ç¨‚Ñ¢t be able to eat anything without breaking out. We went on a limb and tried a food I never heard of, lucky for us that was Freshpet! Squid stopped breaking out and is feeling great!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Diane,02-27-2018,Amazing results,Amazing results. My 18 month old 8 pound chipoo is a very very picky eater. I was homecooking for along time . Then my daughter suggested I try freshpet. It been 6 months now . At first she was excited to get her food. Now it seems not as much. So I got the bag instead and she would not touch it but a few pieces. So back to the roll . I give it to her just before going to work and 5 hours later I get home her dish is clean.. I guess she trys to get me to stay home lol.In occasion she wont eat her breakfast and not much dinner .However vet said do not worry bout it as long as she does not go 2 days without food. I know she loves the food ... Her poop has also changed .. I was worried at first as she was not pooping as much. Thanks Freshpet.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,emilano,01-07-2018,Tear stains are gone!,"I noticed the tears in my dog's eyes becoming darker and darker. They were discolouring her fur, and even extensive cleaning would not remove them. We bought several different wipes and cleaning solutions, which we applied once or twice daily. We bought a filter and tried only giving her filtered water. We consulted our vet, who thought antibiotics might work, but did not encourage their use for a √¢‚Ç¨≈ìcosmetic√¢‚Ç¨√π problem. We removed all colour additives from her food and her treats. The problem continued for two years, and the fur around our dog√¢‚Ç¨‚Ñ¢s eyes only got darker and darker to the point that even taking her to the dog groomer√¢‚Ç¨‚Ñ¢s would not remove the stains.Then, we switched to FreshPet. The results were almost immediate. Within a few days, the tearing around her eyes became a lighter colour. After a couple trips to the dog groomer√¢‚Ç¨‚Ñ¢s, the brownish-red staining was fully removed from her fur.It's been several years and they haven√¢‚Ç¨‚Ñ¢t come back!No cleaning. No wiping. No fuss.Just normal feeding.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Buddy McCormick,12-19-2017,Pet Fresh Bison & Beef,I have a finicky eater who weighs around 8 lb's.  I tried the Bison & Beef and he went thru a 1 lb tube of it in 3 days.  He absolutely loves it.  Just hope the store will have another one when we try to restock today.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Monkey,11-18-2017,Picky Cockapoo,My 5 year old Cockapoo is the pickiest eater with allergies to chicken. This is the only food I have found that she will eat! Thank the heavens I found it.,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Sirius,11-09-2017,FRESHPET gives my therapy dog a second chance,"My 9 year old therapy dog developed an eating disorder several months ago. My vet recommended more that 6 high end brands of kibble. He flat out refused to eat any of them. When he did not eat on our family vacation, panic set in. Remembering several years ago he devoured FRESHPET, We made a trip to the local pet store for a roll of his favorite flavor.I am so thankful that FRESHPET gave him a second chance of life. His therapy fan base is thrilled to see him back on the road again.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Liz,10-13-2017,Neeko: World's Finickiest Teacup Yorkie,"Neeko is a 3 pound, senior, Yorkie who I rescued about 4 years ago. He has no teeth and a very sensitive stomach, so our food options were limited. After 3 years of trial, and multiple trips to the vet, I finally found a grain free food that wouldn't upset his stomach. But, he didn't want to eat it consistently and would lose weight.It has been 3 weeks since we started Freshpet Vital Grain-Free Beef &amp; Bison. He loves it! And he just gets more excited about it every day. I waited to do this review, because I thought he would get tired of it. Nope!! He actually lets ME know when it is meal time because he likes it so much, and dances around while I get it ready.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,mamafaria,10-13-2017,Dog with High Kidney values and Lymhoma - this is LIFESAVER,"To make a long story short my old gal Lou Lou who is almost 13 years old has been diagnosed with Lymphoma. A year before that she was diagnosed with Cushings Disease. She takes Vetroyl for Cushings and she is currently on her 5th treatment of Chemo. The issue was that we needed a low carb, low phosphorus food for her as cancer feeds off carbs and due to her Cushings her kidney values were high. My sister recommended this food as she had a dog with cancer and it was the only food her dog would eat. My Lou Lou would normally eat anything as most labs do, however with the Chemo I think her sense of smell and or taste was off hence she was turning her nose up at everything until I tired Freshpet Vital Beef and Bison. Now she eats all her food and her recent blood test reveled that her Kidney values are back to normal. The vet even asked what I did differently, I told him Fresh Pet and even emailed him the link with the nutritional values on it so he can recommend it to future clients that maybe in the same predicament as I with Lou Lou. I cannot thank you enough from the bottom of my heart. Its easy to buy, I don't have to order it online, easy to serve, made in the USA and best of all it is helping her. Please don't ever change the recipe or sell out to any other company. Thank you :-)",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Nancy,07-12-2017,Angel Food,"We had to wait to get our little Angel because she was underweight and wouldn't eat. Finally we got to bring her home. So then the hunt started to find a well balanced, nutritious food that she would eat. Of course she loved chicken and rice and many other home cooked meals, but would she receive all the vitamins she would get in professionally prepared food. I tried the one Freshpet brand and she would eat a little and then not so much. Tried another and so forth until we found the Vital Bison and Beef. She loved it and now 7 years later, she is a tiny bit overweight--maybe and thriving. So the Vital Bison and Beef are Vital to our lives. When we can't get it, I start to panic and Angel and I are MOST unhappy. It is the only food that she will eat consistently. So Thanks for such a great product. Please don't stop making the 1 lb size as that is all she can consume in 7 days and sometimes not all of that.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Missy,06-07-2017,Finicky Dog? Picky Eater?,"I adopted a 7yr old Doxie recently. Unfortunately, she was fed ""people food"" for a long time and became a very picky little eater. I asked the foster how to prep the kibble with white rice and freshly cooked chicken, and apparently wasn't doing it exactly right. My little dog wouldn't eat! She is only 4lbs and cannot go more than a day without food. I was desperate!! I bought Freshpet wet food (Beef), hoping that it would work. It did!!! She ate half her little bowl and came back to it later. I am so relieved!! Thanks to Freshpet, I won't be a slave in the kitchen, prepping my dogs food everyday!! I'll know she's eating a healthy meal that will help her thrive!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Jules,06-03-2017,No more picky eater issues,"My Pug, Nigel is the pickiest eater. I searched for months, spending hundreds of dollars on grocery and speciality dry and wet dog foods only to be frustrated. Then I saw this and gave it a try. This is the only food that does not make my dog sick, coat is gorgeous, and LOVES it!!! Thank You makers of Freshpet!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Mr Murphys owner,06-02-2017,This is the only thing that he will eat vigorously,My buddy was sick and medication brought him back from the lymes disease. The only thing he would eat was roast beef sliced thin. Since then we tried many different dog foods that he would refuse till we tried this Freshpet product.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Fjp111,05-02-2017,Pickyeater cured,"We adopted a rescue in jaruary and have tried so many foods Iams,Blue Buffalo,every product we could find and she just turned her nose up and walked away but would eat treats and table scraps but no dog food wet or dry until we tried Freshpet beef and bison we mix it into her dry food and she gobbles it up THANK YOU FRESHPET as we were at our wits end.",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Netherlands,04-22-2017,Our Chihuahua   doesn't like it,"It will do wirhout food before it will touch it.  Don't know why, looks like good food",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Lysa_d,03-07-2017,I no longer have a picky eater!,"My my vet understood how much it stressed me out that my little Yorky was such a picky eater, every four weeks she would go off the food I buy 
her and stop eating. It was driving me crazy. Freshpet was one of the options she mentioned. I now have a dog that runs to the fridge tail wagging when I say dinner! So easy to portion right to ensure they are getting what they need!",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Autumnsmom,02-21-2017,Great dog food,This is the first dog food our picky little girl has actually seemed to enjoy. She is anxious to eat - finally!!  We have tried most of the top brands in the last 18 months and she turned her nose up.   It's a bit pricey but well worth it to see her clean her plate at mealtimes.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Pamela82,02-20-2017,Thankful,Finally found a dog food my dog (Waffles) will eat. Thank you for such a healthy choice.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,BeeSMom,01-25-2017,A+++++  miracle food,My dog is allergic to everything food wise and outside. I was about to put him in a bubble because he was so miserable and stunk so bad. I have tried everything and finally found this. I also was about to start doing the raw diet for my dog but just don't have the time. This stuff is ez to serve and my dog loves it. I have to fight off the cats because they want it too. I will say that I do add dinovite additive and fish oil for yeast. All things considered my dog looks and acts like himself again. Very pleased!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Squideyes,01-24-2017,The Owner of the World's Pickiest Eater,"I have the worlds pickiest dog when it comes to eating. I have tried EVERYTHING. Every brand, every style. Raw food, kibble, freeze dried, I've even home-made my food for him and it's notorious that he gets bored and stops eating after a few days. I've explained my dog to so many pet food reps, sales associates, and vets and nobody's has heard of a dog as picky as mine. I tried Fresh Pet's Vital beef and bison tube food (that's what I call it) about 2 years ago and he LOVED it. I didn't want to get my hopes up too quickly because he usually starts off ""loving"" food and then stops eating about 2 days later. But I am so happy to say he loves it today just as much as he did when I introduced it to him. I recommend this product to ANYONE and EVERYONE. You will not be disappointed!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Penny,01-24-2017,Healthier fur coat,"I just wanted you to know how much healthier my dogs coat is since she's been eating the Fresh Pet Bison. On her last grooming (she's an 11 year old Toy Poodle) the groomer even noticed how much thicker her coat had gotten.Penny always seemed to have thin hair &amp; I just thought living here in Hawaii was the reason. When we moved here 6 years ago, it was so stressful for her, her dark red color changed quite rapidly to almost a grey. The Vet said it was the stress of moving. So I accepted that. Well changing to your food not only thickened her hair but the red tone came back a lot.She does get tired of the taste occasionally &amp; when my local Petco is out of Beef/Bison I give her the chicken. She prefers the Bison however but will eat the chicken.We also have a much younger Yorker/Maltese. She eats it as well.I do try to get them to eat other wet foods but always return to your dog food, knowing they'll eat it.I wish to thank you. It's great knowing my dogs are getting food they like plus ""seeing"" the difference makes me happy.Regards,Georgia",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Angelus_lila,01-20-2017,Awesome texture for pills,"This is a very moist food, unlike a lot of the other rolls of food. It's kind of like a hot dog but with fruits and veggies. It is fantastic for hiding pills in.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,SuzieM,11-06-2016,Great food for my dog.,Was so tired of my dog being itchy all of the time and having bowel issues I was about ready to cook food for her myself.  I found the Beef and Bison flavor in the refrigerator section and she loves it!  She is so much better now and I don't have to cook.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Michelle,09-17-2016,My boys,"My Bull Mastiff Max suffered from very bad allergies and we tried so many products. With the correct medication and sticking to only natural foods for him, I came across the beef and bison roll. Boy does he love it!! And the smell of the roll smells good! I love being able to see the ingredients such as blueberries when I distribute the roll in his food bowl. If I have to do for one I do for the other! My Pitbull Bruno loves what his big brother eats! He too enjoys the beef and bison rolls!! Thank you for having this product it is amazing!!!!",N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Pat,09-13-2016,Love it.,I have been giving my Boxers Freshpet for years. My dogs love this. They will let me know when it is time to get some. I have a hard time finding it. But when I do. i always get several. Thank You !!!!! This is one food my boys love !!!,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Kali's,07-07-2016,Our 14 year old Lab had lost almost 10% of her weight and wa,"Our Lab had always been a picky eater and had often refused to eat for days. About 6 weeks ago we took her to the vet for a checkup and found that she had lost considerable weight. She slept all of the time and had lots of gurgling in her belly. However, she still was refusing to eat.....we thought we were going to lose her. Out of desperation, we purchased this food. It was amazing! She became interested in the food in a couple of minutes and ate an entire serving that first night. From that point on, she has never missed a meal and actually waits for us to get it ready for her. That had never happened with any other food. Her weight has come back to a more normal level, her tail wags all of the time and she is alert much more of the day. Thank you for making something tasty for my fur baby!",N,17,263
