scraped_date,scraped_time,product_name,product_sku,variant_sku,product_weight,category,member_price,regular_price,final_price,life_stage
02/27/2023, 12:15:29,Daily Bark Chicken Jerky Dog Treat,daily-bark-chicken-soft-jerky-dog-treat,142884,500g,Dog-Treats,,32.99,32.99,All
02/27/2023, 12:15:29,Daily Bark Chicken Jerky Dog Treat,daily-bark-chicken-soft-jerky-dog-treat,142885,1kg,Dog-Treats,,56.99,56.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Sausage Stick Dog Treat 15cm,139542,N/A,N/A,Dog-Treats,,3.49,3.49,Adult:Puppy:Senior
02/27/2023, 12:15:29,Pedigree Dentastix Medium Breed Dog Treat 56 Packx2,125204,N/A,N/A,Dog-Treats,,77.99,77.99,
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Tendon Small Dog Treat 5 Pack,139531,N/A,N/A,Dog-Treats,,26.99,26.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Salmon Soft Jerky Dog Treat 500g,3216440,N/A,500g,Dog-Treats,,31.99,31.99,All
02/27/2023, 12:15:29,Butchers Superior Cuts Roo Sausage Stick Dog Treat 6Pack,3210162,N/A,N/A,Dog-Treats,,12.99,12.99,
02/27/2023, 12:15:29,Daily Bark Cheese Rawhide Free Puffy Twist Dog Treat L-1PK,142899,N/A,N/A,Dog-Treats,,9.99,9.99,Adult:All
02/27/2023, 12:15:29,Probalance Dental Bar Smokey Large Dog Treat 2Pk,3218895,N/A,N/A,Dog-Treats,,8.49,8.49,Adult
02/27/2023, 12:15:29,Leaps & Bounds Chicken With Blueberry Dog Hearty Bites 200g,142519,N/A,200g,Dog-Treats,,14.99,14.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Smoked Pork Lung Dice Dog Treat 150g,138150,N/A,150g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Leaps & Bounds Beef With Cranberry Dog Hearty Bites 200g,142521,N/A,200g,Dog-Treats,,14.99,14.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Lumbar Bone Dog Treat 1PK,142354,N/A,N/A,Dog-Treats,,16.49,16.49,All
02/27/2023, 12:15:29,ZamiPet Dental Sticks Joints Dog Treat,zamipet-dental-sticks-joints-dog-treat,144373,Small,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,ZamiPet Dental Sticks Joints Dog Treat,zamipet-dental-sticks-joints-dog-treat,144374,Medium-Large,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,ZamiPet Happitreats Joints Dog Treat 200g,144366,N/A,200g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Pooch Treats Easter Bone Carob And Chicken Dog Treat 200g,142873,N/A,200g,Dog-Treats,,12.95,12.95,All
02/27/2023, 12:15:29,ZamiPet Happitreats Puppy Treat 200g,144368,N/A,200g,Dog-Treats,,16.99,16.99,Puppy
02/27/2023, 12:15:29,Watch & Grow Dog Treat Goat Horn Small,133041,N/A,N/A,Dog-Treats,,11.99,11.99,
02/27/2023, 12:15:29,Pure Life Healthy Gut Dog Treat 100g,144314,N/A,100g,Dog-Treats,,18.99,18.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Venison & Lamb Stick Dog Treat 6 Pack,138145,N/A,N/A,Dog-Treats,,12.99,12.99,Adult:Puppy:Senior
02/27/2023, 12:15:29,Butcher's Superior Cuts Venison Ears Dog Treat,99994,N/A,N/A,Dog-Treats,,4.99,4.99,
02/27/2023, 12:15:29,Pooch Treats Easter Cakepops Dog Treat 40g,140513,N/A,40g,Dog-Treats,,3.95,3.95,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Trotter Half Dog Treat 1PK,142906,N/A,N/A,Dog-Treats,,9.99,9.99,Adult:All:Puppy
02/27/2023, 12:15:29,Daily Bark Lamb Dog Meaty Strips 750g,142525,N/A,750g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Watch & Grow Beef Bully Wrap Dog Treat Loose,139491,N/A,N/A,Dog-Treats,,11.99,11.99,Adult
02/27/2023, 12:15:29,ZamiPet Happitreats Skin & Coat Dog Treat 200g,144369,N/A,200g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Wagalot Doggy Fun Food Lots of Fun Box Dog Treat 240g,142917,N/A,240g,Dog-Treats,,15.99,15.99,All
02/27/2023, 12:15:29,Watch & Grow Braided Collagen Stick Dog Treat S,141540,N/A,N/A,Dog-Treats,,11.99,11.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Tail Dog Treat 1PK,142907,N/A,N/A,Dog-Treats,,16.99,16.99,Adult:All:Puppy
02/27/2023, 12:15:29,Pure Life Shiny Coat & Skin Dog Treat 100g,144316,N/A,100g,Dog-Treats,,18.99,18.99,Adult
02/27/2023, 12:15:29,Pooch Treats Easter Cupcakes Dog Treat 40g,140516,N/A,40g,Dog-Treats,,3.95,3.95,All
02/27/2023, 12:15:29,ZamiPet Happitreats Digestion Dog Treat 200g,144370,N/A,200g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Pooch Treats Easter Bone Carob And Liver Dog Treat 200g,142872,N/A,200g,Dog-Treats,,12.95,12.95,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Venison Soft Jerky Dog Treat 200g,138142,N/A,200g,Dog-Treats,,18.99,18.99,Adult:Puppy:Senior
02/27/2023, 12:15:29,Pure Life Zen & Relaxed Dog Treat 100g,144318,N/A,100g,Dog-Treats,,18.99,18.99,Adult
02/27/2023, 12:15:29,Daily Bark PButter Rawhide Free Puffy Twist Dog Treat L-1PK,142900,N/A,N/A,Dog-Treats,,9.99,9.99,Adult:All
02/27/2023, 12:15:29,Pooch Treats Easter Donuts Dog Treat 40g,140515,N/A,40g,Dog-Treats,,3.95,3.95,All
02/27/2023, 12:15:29,Pure Life Allergy Friendly Dog Treat 100g,144317,N/A,100g,Dog-Treats,,18.99,18.99,Adult
02/27/2023, 12:15:29,Pure Life Mobility Boost Dog Treat 100g,144315,N/A,100g,Dog-Treats,,18.99,18.99,Adult
02/27/2023, 12:15:29,Pooch Treats Sparkle Easter Egg Dog Treat 40g,140514,N/A,40g,Dog-Treats,,3.95,3.95,All
02/27/2023, 12:15:29,Daily Bark Cheese Rawhide Free Twists Dog Treat 6PK,142892,N/A,N/A,Dog-Treats,,12.99,12.99,Adult:All
02/27/2023, 12:15:29,Butchers Superior Cuts Venison Ears Dog Treat - 10Pack,99995,N/A,N/A,Dog-Treats,,44.99,44.99,
02/27/2023, 12:15:29,Butcher's Superior Cuts Chicken Soft Jerky Dog Treat,butcher's-superior-cuts-semi-moist-chicken-dog-treat,3215102,200g,Dog-Treats,,18.99,18.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Chicken Soft Jerky Dog Treat,butcher's-superior-cuts-semi-moist-chicken-dog-treat,3215103,500g,Dog-Treats,,31.99,31.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Chicken Soft Jerky Dog Treat,butcher's-superior-cuts-semi-moist-chicken-dog-treat,3215104,1kg,Dog-Treats,,56.99,56.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Salmon Soft Jerky Dog Treat,butcher's-superior-cuts-soft-salmon-jerky-dog-treat,3216439,200g,Dog-Treats,,18.99,18.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Salmon Soft Jerky Dog Treat,butcher's-superior-cuts-soft-salmon-jerky-dog-treat,3216440,500g,Dog-Treats,,31.99,31.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Salmon Soft Jerky Dog Treat,butcher's-superior-cuts-soft-salmon-jerky-dog-treat,3216441,1kg,Dog-Treats,,53.99,53.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Twisted Basa Skins Dog Treat 90g,138169,N/A,90g,Dog-Treats,,16.99,16.99,All
02/27/2023, 12:15:29,Wagalot Supermite Cookies Dog Treat 260g,142920,N/A,260g,Dog-Treats,,16.99,16.99,All
02/27/2023, 12:15:29,Vitapet Jerhigh Chicken Tenders Dog Treat 200g,127082,N/A,200g,Dog-Treats,,19.99,15.99,
02/27/2023, 12:15:29,Vitapet Jer High Milky Sticks Dog Treat 400g,505817,N/A,400g,Dog-Treats,,25.99,25.99,
02/27/2023, 12:15:29,Vitapet Pocket Trainer Chckn Swt Ptato Blubrry Dog Treat 70g,140109,N/A,70g,Dog-Treats,,7.99,7.99,Puppy
02/27/2023, 12:15:29,Vitapet Jerhigh Milky Sticks Dog Treat 100g,127081,N/A,100g,Dog-Treats,,6.99,6.99,
02/27/2023, 12:15:29,Vitapet Pocket Reward Chicken & Veg Bone Dog Treat 70g,140108,N/A,70g,Dog-Treats,,7.99,7.99,Puppy
02/27/2023, 12:15:29,Vitapet Jerhigh Chicken Sticks Dog Treat,vitapet-jerhigh-chicken-sticks-dog-treat,118238,400g,Dog-Treats,,25.99,25.99,
02/27/2023, 12:15:29,Vitapet Jerhigh Chicken Sticks Dog Treat,vitapet-jerhigh-chicken-sticks-dog-treat,25639,100g,Dog-Treats,,5.89,5.89,
02/27/2023, 12:15:29,Vitapet Dog Food Soft chicken Tenders 100g,132747,N/A,100g,Dog-Treats,,9.99,9.99,Puppy
02/27/2023, 12:15:29,Vitapet Chicken & Bacon Strips Dog Treat 400g,118239,N/A,400g,Dog-Treats,,25.99,25.99,All
02/27/2023, 12:15:29,Vitapet JerHigh Real Chicken Tenders for Dogs and Puppies 100g,118240,N/A,100g,Dog-Treats,,10.99,10.99,All
02/27/2023, 12:15:29,Vitapet Jerhigh Chicken Sampler Dog Treat 400g,97430,N/A,400g,Dog-Treats,,25.99,25.99,
02/27/2023, 12:15:29,The Nosh Project Salmon Bowl Adult Dog Meal 500g,140928,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,The Nosh Project Chicken Bowl Adult Dog Meal 500g,140922,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,Adult
02/27/2023, 12:15:29,The Nosh Project Beef Bowl Adult Dog Meal 500g,140924,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,The Nosh Project Chicken Bowl Puppy Meal 500g,140930,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,Puppy
02/27/2023, 12:15:29,Prime100 Turkey & Flaxseed Cooked Dog Roll  2kg,135919,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,18.99,18.99,Adult:Senior
02/27/2023, 12:15:29,Prime100 Kangaroo & Pumpkin Cooked Dog Roll 2kg,133076,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Chicken & Brown Rice Cooked Dog Roll 2kg,133077,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,20.99,20.99,Adult:All:Senior
02/27/2023, 12:15:29,Prime100 SPD SKD200 Salmon & Tapioca Dog Roll 2kg,135918,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,23.99,23.99,Adult
02/27/2023, 12:15:29,Prime100 Sk-D 200F Wild Boar & Pumpkin Roll Dog Food 2kg,138474,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Dog Lamb & Rosemary Cooked Roll 2kg,133078,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,28.99,28.99,Adult:Puppy
02/27/2023, 12:15:29,Prime100 Sk-G 200F Duck & Sweet Potato Roll Dog Food 2kg,3219209,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Kangaroo & Potato SKD200 Dog Roll 2kg,507515,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Adult
02/27/2023, 12:15:29,Big Dog Barf Combo Dog Patties 3kg,501058,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,Prime100 Sk-G 200F Turkey & Flaxseed Roll Puppy Food 1kg,142847,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,10.99,10.99,Puppy
02/27/2023, 12:15:29,Big Dog Barf Beef Dog Patties 3kg,501056,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,The Nosh Project Chicken Bowl Adult Dog Meal 500gx7,140923,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,87.99,87.99,Adult
02/27/2023, 12:15:29,Big Dog Barf Chicken Dog Patties 3kg,501057,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,Prime100 Sk-D 200 Salmon & Tapioca Roll Puppy Food 1kg,142846,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Puppy
02/27/2023, 12:15:29,The Nosh Project Kangaroo Bowl Adult Dog Meal 500g,140926,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,Adult
02/27/2023, 12:15:29,Big Dog Barf Sensitive Skin Dog Patties 3kg,132584,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,35.49,35.49,Adult
02/27/2023, 12:15:29,The Nosh Project Turkey Bowl Adult Dog Meal 500g,142351,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,Adult
02/27/2023, 12:15:29,Big Dog Barf Tas Salmon Dog Patties 3kg,138284,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,The Nosh Project Kangaroo Bowl Adult Dog Meal 500gx7,140927,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,87.99,87.99,Adult
02/27/2023, 12:15:29,Prime100 Kangaroo & Pumpkin Cooked Dog Roll 800g,134909,N/A,800g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,Adult:All:Puppy:Senior:Super Senior
02/27/2023, 12:15:29,Doctor B's Barf Frozen Combo Dog Patties 2.72kg,19777,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,33.99,33.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Big Dog Barf Allergy Kangaroo Dog Food 3kg,501054,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,35.49,35.49,Adult
02/27/2023, 12:15:29,Pets Deli Raw Gourmet Beef Adult Dog Food 5kg,35042,N/A,5kg,"Dog-Food-Raw, Fresh & Frozen",,40.99,40.99,Adult
02/27/2023, 12:15:29,Prime100 Spd Raw Kangaroo & Vegetable Dog Food 1.7kg,142924,N/A,7kg,"Dog-Food-Raw, Fresh & Frozen",,26.99,26.99,Adult
02/27/2023, 12:15:29,Prime100 Spd Raw Chicken & Vegetable Dog Food 1.7kg,142927,N/A,7kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Spd Raw Duck & Vegetable Dog Food 1.7kg,142926,N/A,7kg,"Dog-Food-Raw, Fresh & Frozen",,26.99,26.99,Adult
02/27/2023, 12:15:29,Big Dog Barf Lamb Dog Patties 3kg,501060,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,Prime100 Spd Raw Chicken Apple & Blueberry Puppy Food 1.7kg,142928,N/A,7kg,"Dog-Food-Raw, Fresh & Frozen",,22.99,22.99,Puppy
02/27/2023, 12:15:29,The Nosh Project Beef Bowl Adult Dog Meal 500gx7,140925,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,94.99,94.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Barf Chicken Lamb & Beef Dog Patties 2.72kg,3217931,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,"Leaps & Bounds Roo, Beef & Vegetable Adult Dog Roll 2kg",138457,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,15.99,15.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Barf Chicken Dog Patties 2.72kg,135924,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Chicken & Vegetable Puppy Dog Roll 2kg,138458,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,15.99,15.99,Puppy
02/27/2023, 12:15:29,Big Dog Barf Allergy Turkey Dog Food 3kg,501055,N/A,3kg,"Dog-Food-Raw, Fresh & Frozen",,32.99,32.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Chicken Salmon & Sweet Potato Dog Roll 2kg,135921,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,15.99,15.99,Adult
02/27/2023, 12:15:29,Prime100 Spd Raw Lamb & Vegetable Dog Food 1.7kg,142925,N/A,7kg,"Dog-Food-Raw, Fresh & Frozen",,27.99,27.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Barf Roo Dog Patties 2.72kg,135925,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,29.99,29.99,Adult
02/27/2023, 12:15:29,Doctor B's Barf Frozen Chicken Dog Patties 2.72kg,19773,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,33.99,33.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Pets Deli Premium Beef Fresh Dog Mince 1kg,140871,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,14.49,14.49,All
02/27/2023, 12:15:29,Pets Deli Premium Beef Fresh Puppy Mince 1kg,140874,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,14.49,14.49,Puppy
02/27/2023, 12:15:29,Pets Deli Raw Roo Mince Adult Dog Food 5kg,35031,N/A,5kg,"Dog-Food-Raw, Fresh & Frozen",,45.99,45.99,Adult
02/27/2023, 12:15:29,The Nosh Project Chicken Bowl Puppy Meal 500gx7,140931,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,87.99,87.99,Puppy
02/27/2023, 12:15:29,SavourLife Salmon Raw Adult Dog Food 2.72kg,143809,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,39.99,31.99,Adult
02/27/2023, 12:15:29,Prime100 Turkey & Flaxseed Cooked Dog Roll 800g,134908,N/A,800g,"Dog-Food-Raw, Fresh & Frozen",,11.99,11.99,Adult:Puppy
02/27/2023, 12:15:29,Doctor B's Barf Frozen Kangaroo Dog Patties 2.72kg,19782,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,33.99,33.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Leaps & Bounds Barf Chicken Puppy Patties 1.5kg,135928,N/A,5kg,"Dog-Food-Raw, Fresh & Frozen",,19.99,19.99,Puppy
02/27/2023, 12:15:29,Doctor B's Barf Frozen Beef Dog Patties 2.72kg,19776,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,33.99,33.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,SavourLife Chicken Raw Puppy Dog Food 2.72kg,143810,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,34.99,27.99,Puppy
02/27/2023, 12:15:29,Leaps & Bounds Kangaroo & Vegetable Adult Dog Roll 2kg,138456,N/A,2kg,"Dog-Food-Raw, Fresh & Frozen",,15.99,15.99,Adult
02/27/2023, 12:15:29,The Nosh Project Salmon Bowl Adult Dog Meal 500gx7,140929,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,94.99,94.99,Adult
02/27/2023, 12:15:29,The Nosh Project Nourish 27 Balance Adult Dog 300g,142772,N/A,300g,"Dog-Food-Raw, Fresh & Frozen",,34.99,34.99,Adult
02/27/2023, 12:15:29,The Nosh Project Turkey Bowl Adult Dog Meal 500gx7,142352,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,87.99,87.99,Adult
02/27/2023, 12:15:29,SavourLife Chicken Raw Adult Dog Food 2.72kg,143807,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,34.99,27.99,Adult
02/27/2023, 12:15:29,SavourLife Roo Raw Adult Dog Food 2.72kg,143808,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,39.99,31.99,Adult
02/27/2023, 12:15:29,Natural Animal Solutions Duck Adult Dog Barf Mince 900g,140994,N/A,900g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,All
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Fresh Dog Mince 1kg,140872,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,15.49,15.49,All
02/27/2023, 12:15:29,Leaps & Bounds Barf Salmon & Vegetables Dog Patties 2.72kg,3217932,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,31.99,31.99,Adult
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Dog Mince 400g,140217,N/A,400g,"Dog-Food-Raw, Fresh & Frozen",,6.49,6.49,All
02/27/2023, 12:15:29,Natural Animal Solutions Chicken Adult Dog Barf Mince 900g,140993,N/A,900g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,All
02/27/2023, 12:15:29,Leaps & Bounds Barf Single Protein Lamb Dog Patties 2.72kg,3217933,N/A,72kg,"Dog-Food-Raw, Fresh & Frozen",,31.99,31.99,Adult
02/27/2023, 12:15:29,Natural Animal Solutions Beef Adult Dog Barf Mince 900g,140991,N/A,900g,"Dog-Food-Raw, Fresh & Frozen",,13.99,13.99,All
02/27/2023, 12:15:29,The Nosh Project Digestive Support Adult Dog Meal 500g,142807,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,The Nosh Project Puppy Nourish 27 Balance 300g,142771,N/A,300g,"Dog-Food-Raw, Fresh & Frozen",,34.99,34.99,Puppy
02/27/2023, 12:15:29,The Nosh Project Allergy Adult Dog Meal 500g,142801,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Barf Chicken Small Breed Dog Patties 1.5kg,135929,N/A,5kg,"Dog-Food-Raw, Fresh & Frozen",,19.99,19.99,Adult
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo & Beef Fresh Dog Mince 1kg,140873,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,15.49,15.49,All
02/27/2023, 12:15:29,Pets Deli Premium Beef Dog Mince 400g,140219,N/A,400g,"Dog-Food-Raw, Fresh & Frozen",,6.49,6.49,All
02/27/2023, 12:15:29,Natural Animal Solutions Roo Adult Dog Barf Mince 900g,140992,N/A,900g,"Dog-Food-Raw, Fresh & Frozen",,17.99,17.99,All
02/27/2023, 12:15:29,The Nosh Project Allergy Adult Dog Meal 500gx7,142802,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,99.99,99.99,Adult
02/27/2023, 12:15:29,Pets Deli Premium Beef Dog Mince 400gx5,140220,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,29.99,29.99,All
02/27/2023, 12:15:29,The Nosh Project Digestive Support Adult Dog Meal 500gx7,142808,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,94.99,94.99,Adult
02/27/2023, 12:15:29,The Nosh Project Joint Support Adult Dog Meal 500g,142805,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,The Nosh Project Weight Management Adult Dog Meal 500g,142803,N/A,500g,"Dog-Food-Raw, Fresh & Frozen",,14.99,14.99,Adult
02/27/2023, 12:15:29,The Nosh Project Joint Support Adult Dog Meal 500gx7,142806,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,94.99,94.99,Adult
02/27/2023, 12:15:29,Pets Deli Premium Beef Frozen Puppy Mince 1kg,140882,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,15.49,15.49,Puppy
02/27/2023, 12:15:29,The Nosh Project Weight Management Adult Dog Meal 500gx7,142804,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,94.99,94.99,Adult
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Frozen Dog Mince 1kg,140880,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,16.49,16.49,All
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Dog Mince 400gx5,140218,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,29.99,29.99,All
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo & Beef Frozen Dog Mince 1kg,140881,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,16.49,16.49,All
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Frozen Dog Mince 400g,140875,N/A,400g,"Dog-Food-Raw, Fresh & Frozen",,7.49,7.49,All
02/27/2023, 12:15:29,Pets Deli Premium Beef Frozen Dog Mince 1kg,140879,N/A,1kg,"Dog-Food-Raw, Fresh & Frozen",,15.49,15.49,All
02/27/2023, 12:15:29,Pets Deli Premium Beef Frozen Dog Mince 400g,140877,N/A,400g,"Dog-Food-Raw, Fresh & Frozen",,7.49,7.49,All
02/27/2023, 12:15:29,Pets Deli Premium Kangaroo Frozen Dog Mince 400gx5,140876,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,34.99,34.99,All
02/27/2023, 12:15:29,Ivory Coat Wholegrain Chicken & BRice Puppy Roll 200gx15,140861,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,43.99,43.99,Puppy
02/27/2023, 12:15:29,Ivory Coat Wholegrain Chk & BRice Adult Dog Roll 200gx15,140859,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,43.99,43.99,Adult
02/27/2023, 12:15:29,Ivory Coat Wholegrain Lamb & BRice Adult Dog Roll 200gx15,140860,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,43.99,43.99,Adult
02/27/2023, 12:15:29,FurFresh Barf Chicken & Chia Dog Food 500gx3,140835,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,37.99,37.99,All
02/27/2023, 12:15:29,Pets Deli Premium Beef Frozen Dog Mince 400gx5,140878,N/A,N/A,"Dog-Food-Raw, Fresh & Frozen",,34.99,34.99,All
02/27/2023, 12:15:29,Prime100 Turkey & Flaxseed Cooked Dog Roll  2kg,135919,N/A,2kg,Dog-Brand-Prime100,,18.99,18.99,Adult:Senior
02/27/2023, 12:15:29,Prime100 Kangaroo & Pumpkin Cooked Dog Roll 2kg,133076,N/A,2kg,Dog-Brand-Prime100,,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Chicken & Brown Rice Cooked Dog Roll 2kg,133077,N/A,2kg,Dog-Brand-Prime100,,20.99,20.99,Adult:All:Senior
02/27/2023, 12:15:29,Prime100 SPD SKD200 Salmon & Tapioca Dog Roll 2kg,135918,N/A,2kg,Dog-Brand-Prime100,,23.99,23.99,Adult
02/27/2023, 12:15:29,Prime100 Sk-D 200F Wild Boar & Pumpkin Roll Dog Food 2kg,138474,N/A,2kg,Dog-Brand-Prime100,,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Dog Lamb & Rosemary Cooked Roll 2kg,133078,N/A,2kg,Dog-Brand-Prime100,,28.99,28.99,Adult:Puppy
02/27/2023, 12:15:29,Prime100 Sk-G 200F Duck & Sweet Potato Roll Dog Food 2kg,3219209,N/A,2kg,Dog-Brand-Prime100,,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Kangaroo & Potato SKD200 Dog Roll 2kg,507515,N/A,2kg,Dog-Brand-Prime100,,22.99,22.99,Adult
02/27/2023, 12:15:29,Prime100 Sk-G 200F Turkey & Flaxseed Roll Puppy Food 1kg,142847,N/A,1kg,Dog-Brand-Prime100,,10.99,10.99,Puppy
