product_id,product_sku,product_name,regular_price,member_price,save_amount,product_size,Product Category,Treat Type,Food Type,Advice Care,Brand,Flavour,Ingredients,Nutrition Grade,Breed,Life Stage,Health Benefits,Australia Made,Health Condition Dietary
82428,29315,Royal Canin Mini Adult Dog Food - 2kg,43.99,30.11,13.88,2kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,Chicken,"maize, maize flour, dehydrated poultry meat, animal fats, maize gluten, hydrolysed animal proteins, vegetable protein isolate*, beet pulp, minerals, yeasts, soya oil, fish oil, fructo-oligo-saccharides. ADDITIVES (per kg): Nutritional additives: Vitamin A: 22200 IU, Vitamin D3: 1000 IU, E1 (Iron): 42 mg, E2 (Iodine): 4.2 mg, E4 (Copper): 8 mg, E5 (Manganese): 54 mg, E6 (Zinc): 162 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 27% - Fat content: 16% - Crude ash: 5.3% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilation.",Superior,"Small, Toy",Adult,,No,Complete feed for adult small breed dogs (adult weight up to 10 kg) over 10 months old.
81636,30311,Royal Canin Mini Adult Dog Food - 8kg,119.99,87.44,32.55,8kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,Chicken,"maize, maize flour, dehydrated poultry meat, animal fats, maize gluten, hydrolysed animal proteins, vegetable protein isolate*, beet pulp, minerals, yeasts, soya oil, fish oil, fructo-oligo-saccharides. ADDITIVES (per kg): Nutritional additives: Vitamin A: 22200 IU, Vitamin D3: 1000 IU, E1 (Iron): 42 mg, E2 (Iodine): 4.2 mg, E4 (Copper): 8 mg, E5 (Manganese): 54 mg, E6 (Zinc): 162 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 27% - Fat content: 16% - Crude ash: 5.3% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilation.",Superior,"Small, Toy",Adult,,No,Complete feed for adult small breed dogs (adult weight up to 10 kg) over 10 months old.
128991,140222,Royal Canin Mini Adult Dog Food 4kg,70.99,52.65,18.34,4kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,Chicken,"maize, maize flour, dehydrated poultry meat, animal fats, maize gluten, hydrolysed animal proteins, vegetable protein isolate*, beet pulp, minerals, yeasts, soya oil, fish oil, fructo-oligo-saccharides. ADDITIVES (per kg): Nutritional additives: Vitamin A: 22200 IU, Vitamin D3: 1000 IU, E1 (Iron): 42 mg, E2 (Iodine): 4.2 mg, E4 (Copper): 8 mg, E5 (Manganese): 54 mg, E6 (Zinc): 162 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 27% - Fat content: 16% - Crude ash: 5.3% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilation.",Superior,"Small, Toy",Adult,,No,Complete feed for adult small breed dogs (adult weight up to 10 kg) over 10 months old.
124404,140245,Royal Canin Mini Adult Dog Food 800g,18.99,17.09,1.9,800g,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,Chicken,"maize, maize flour, dehydrated poultry meat, animal fats, maize gluten, hydrolysed animal proteins, vegetable protein isolate*, beet pulp, minerals, yeasts, soya oil, fish oil, fructo-oligo-saccharides. ADDITIVES (per kg): Nutritional additives: Vitamin A: 22200 IU, Vitamin D3: 1000 IU, E1 (Iron): 42 mg, E2 (Iodine): 4.2 mg, E4 (Copper): 8 mg, E5 (Manganese): 54 mg, E6 (Zinc): 162 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 27% - Fat content: 16% - Crude ash: 5.3% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilation.",Superior,"Small, Toy",Adult,,No,Complete feed for adult small breed dogs (adult weight up to 10 kg) over 10 months old.
93201,133293,Royal Canin Veterinary Hypoallergenic Adult Dog Food 14kg,255.99,187.99,68,14kg,Dry Food,,,"INDICATIONS: Food elimination trial Food allergies with dermatological and/or gastrointestinal signs Food intolerance Inflammatory Bowel Disease (IBD) Canine Exocrine Pancreatic Insufficiency (EPI) Chronic diarrhoea Bacterial overgrowth Constipation unresponsive to dietary fibre (feline)CONTRAINDICATIONS:Hypoallergenic Canine Dry: Pancreatitis or history of pancreatitis  HyperlipidaemiaHypoallergenic Canine Wet: Pregnancy, lactation and growth Hypoallergenic Feline: None",Royal Canin Veterinary Diet,,"Rice,  hydrolysed  soy  protein  isolate,  animal  fats, minerals, hydrolysed poultry liver, beet pulp, soy oil, Fructo-Oligo-Saccharides (FOS), fish oil, borage oil, marigold extract (source of lutein).",,,Adult,Allergy,No,Formulated for dogs and cats that suffer from adverse food ractions
117165,30753,Advance Puppy Plus Growth - 3kg,48.99,41.99,7,3kg,Dry Food,,,"Advance Puppy Plus diet has been designed, and is also suitable, for the most demanding lifestage of a gestating & lactating bitch",Advance,Chicken,"Chicken Meal, Rice, Maize Gluten, Chicken Fat, Sorghum, Dried Beet Pulp, Natural Flavour (Chicken), Sunflower Oil, Turkey Meal, Minerals, Salt, Inulin, Vitamins, Fish Oil, Colostrum, Antioxidants.",Superior,,Puppy,Growth Support,No,Suitable for all puppies from weaning to 12 months of age
115950,96257,Advance Puppy Plus Growth - 15kg,159.99,116.99,43,15kg,Dry Food,,,"Advance Puppy Plus diet has been designed, and is also suitable, for the most demanding lifestage of a gestating & lactating bitch",Advance,Chicken,"Chicken Meal, Rice, Maize Gluten, Chicken Fat, Sorghum, Dried Beet Pulp, Natural Flavour (Chicken), Sunflower Oil, Turkey Meal, Minerals, Salt, Inulin, Vitamins, Fish Oil, Colostrum, Antioxidants.",Superior,,Puppy,Growth Support,No,Suitable for all puppies from weaning to 12 months of age
178543,143146,Advance Medium Puppy Food 800g,15.99,13.59,2.4,800g,Dry Food,,,"Advance Puppy Plus diet has been designed, and is also suitable, for the most demanding lifestage of a gestating & lactating bitch",Advance,Chicken,"Chicken Meal, Rice, Maize Gluten, Chicken Fat, Sorghum, Dried Beet Pulp, Natural Flavour (Chicken), Sunflower Oil, Turkey Meal, Minerals, Salt, Inulin, Vitamins, Fish Oil, Colostrum, Antioxidants.",Superior,,Puppy,Growth Support,No,Suitable for all puppies from weaning to 12 months of age
74946,133292,Royal Canin Veterinary Gastro Intst LF Adult Dog Food 12kg,218.99,148.99,70,12kg,Dry Food,,,INDICATIONS: Acute and chronic diarrhoea Acute and chronic pancreatitis  Hyperlipidaemia Lymphangiectasia - exudative enteropahy Bacterial overgrowth Exocrine pancreatic insufficiency (EPI)CONTRAINDICATIONS: Pregnancy Lactation,Royal Canin Veterinary Diet,,"Rice,  dehydrated  poultry  protein,  wheat,  barley, hydrolysed  animal  proteins,  beet  pulp,  yeasts, animal  fats,  minerals,  Fructo-Oligo-Saccharides (FOS), psyllium husks and seeds, fish oil, hydrolysed yeast  (source  of  Mannan-Oligo-Saccharides), marigold extract (source of lutein",,,Adult,Digestive Health,No,Recommended for canine pancreatitis
85278,137416,Leaps & Bounds Chicken & Whitefish Large Breed Adult Dog Food 15Kg,86.99,64.99,22,15kg,Dry Food,,,"Ensure your dog always has fresh, clean water.",Leaps & Bounds,,"Meat meal (poultry, beef and fish), wholegrain cereals (including rice), vegetable meals and vegetables (from soybeans, peas), poultry fat, poultry digest, beet pulp, salt, fish oil, potassium chloride, vegetable Oil (linseed and/or canola), chicory root inulin (prebiotic), choline chloride, essential minerals and vitamins (Iron, Zinc, Copper, Manganese, Selenium, Iodine, E, B5, B3, B2, B12, B1, A, D, B6, B9), garlic, kelp meal, natural antioxidants, yucca extract, glucosamine.",Essential,Large,Adult,,Yes,"Leaps & Bounds is a 100% natural dog food with added vitamins and minerals, that provides a complete and balanced nutrition and the great taste that dogs will look forward to every meal time. Good quality protein is used as the lead ingredient to help build and maintain muscle mass.The recipes include whole grain and vegetables to provide good fibre levels and natural prebiotics to support digestive health and maintain a healthy intestinal tract. It also features antioxidants and Omega 3 and 6 oils from natural sources to help strengthen the immune system and support a healthy skin and coat.Leaps & Bounds meets all the nutritional requirements established by the Association of American Feed Control Officials for dog food. It is an Australian made and owned product and contains no artificial colours, preservatives or flavours."
77049,137417,Leaps & Bounds Beef & Vegetable Large Breed Adult Dog Food 15Kg,86.99,64.99,22,15kg,Dry Food,,,"Ensure your dog always has fresh, clean water.",Leaps & Bounds,,"Meat meals (beef and poultry), wholegrain cereals (including Rice), vegetable meals and vegetables (from soybeans and peas), poultry fat, poultry digest, beet pulp, salt, fish oil, potassium chloride, vegetable oil (linseed and/or canola), chicory root inulin (prebiotic), choline chloride, essential minerals and vitamins (Iron, Zinc, Copper, Manganese, Selenium, Iodine, E, B5, B3, B2, B12, B1, A, D, B6, B9), carrots, garlic, kelp meal, natural antioxidants, yucca Extract, glucosamine.",Essential,Large,Adult,,Yes,"Leaps & Bounds is a 100% natural dog food with added vitamins and minerals, that provides a complete and balanced nutrition and the great taste that dogs will look forward to every meal time. Good quality protein is used as the lead ingredient to help build and maintain muscle mass.The recipes include whole grain and vegetables to provide good fibre levels and natural prebiotics to support digestive health and maintain a healthy intestinal tract. It also features antioxidants and Omega 3 and 6 oils from natural sources to help strengthen the immune system and support a healthy skin and coat.Leaps & Bounds meets all the nutritional requirements established by the Association of American Feed Control Officials for dog food. It is an Australian made and owned product and contains no artificial colours, preservatives or flavours."
82167,136880,Hills Prescription Diet Meta Plus Mobility Adult Dog Food 10.8kg,221.99,171.99,50,10.8kg,Dry Food,,,,Hill's Prescription Diet,,"Chicken Meal, Brewers Rice, Pea Fiber, Whole Grain Corn, Corn Gluten Meal, Flaxseed, Soybean Mill Run, Dried Tomato Pomace, Powdered Cellulose, Wheat Gluten, Dried Beet Pulp, Chicken Liver Flavor, Fish Oil, Coconut Oil, L-Lysine, Lactic Acid, Pork Liver Flavor, Potassium Chloride, DL-Methionine, Iodized Salt, Carrots, Dicalcium Phosphate,  vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement), Lipoic Acid, Choline Chloride, Calcium Carbonate, minerals (Manganese Sulfate, Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Calcium  Iodate, Sodium Selenite), Taurine, Glucosamine Hydrochloride, L-Carnitine, Mixed Tocopherols for freshness, Natural Flavors, Chondroitin Sulfate, Beta-Carotene",,,Adult,Mobility,No,
93021,137460,Royal Canin German Shepherd Adult Dog Food 11kg,150.99,107.03,43.96,11kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,,"rice, dehydrated poultry protein, animal fats, vegetable protein isolate*, maize flour, vegetable fibres, hydrolysed animal proteins, minerals, beet pulp, soya oil, fish oil, copra oil, hydrolysed yeast (source of manno-oligosaccharides), hydrolysed crustaceans (source of glucosamine), green tea and grape extracts (source of polyphenols), marigold extract (source of lutein), hydrolysed cartilage (source of chondroitin). ADDITIVES (per kg): Nutritional additives: Vitamin A: 24700 IU, Vitamin D3: 800 IU, E1 (Iron): 40 mg, E2 (Iodine): 2.8 mg, E4 (Copper): 12 mg, E5 (Manganese): 53 mg, E6 (Zinc): 200 mg, E8 Selenium): 0.1 mg - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 24% - Fat content: 19% - Crude ash: 7.5% - Crude fibres: 3.8% - EPA and DHA fatty acids: 4 g/kg.",Superior,German Shepherd,"Adult, Senior",,No,Complete dog feed for adult and mature German Shepherds over 15 months old.
92475,136862,SavourLife Gluten Free Roo Ancient Grain Adult Dog Food 20kg,169.99,127.99,42,20kg,Dry Food,,,"PET FOOD ONLY. Store in a cool, dry place away from direct sunlight.  Ensure seal is closed after use. Make sure there is always clean, fresh water available.",SavourLife,,"Kangaroo Meal, Brown Rice, Sorghum, Poultry Oil, Natural Flavouring, Beet Pulp, Fish Oil, Linseed, Vitamins, Minerals and Amino Acids, Tomato Pomace, Yucca, Kelp, Carrot, Broccoli, Blueberries, Chicory Root (Natural Prebiotic), Glucosamine, Salt, Natural Antioxidants (Mixed Tocopherols), Green Tea, Rosemary extracts",Premium,,Adult,Gluten Free,Yes,"All breeds and sizes can enjoy our all-natural, gluten-free food with ancient grains."
73653,135619,Ivory Coat Grain Free Lamb & Roo Adult Dog Food 2kg,36.99,34.99,2,2kg,Dry Food,,,Always serve food in a clean bowl and have fresh clean water available at all times.,Ivory Coat,"Kangaroo, Lamb","Dehydrated Australian Lamb, Peas, Sweet Potato, Tapioca, Australian Chicken, Pea Protein, Dehydrated Australian Poultry, Chicken Fat, Lentils, Beet Pulp, Chicken Digest, Dehydrated Australian Kangaroo, Salmon Oil, Linseed, Canola Oil, Salt, Potassium Chloride, Choline Chloride, Chicory Root Inulin, Vitamins and Minerals, Superfood Blend (Tomato, Apple, Carrot, Pumpkin, Kale, Blueberries, Spinach, Cranberries), Natural Antioxidants, Yucca Schidigera Extract, Vitamin E.",Superior,All,Adult,Grain Free,Yes,Suitable for Adult dogs 1+ Years
175270,135611,Ivory Coat Grain Free Lamb & Roo Adult Dog Food 13kg,139.99,112.99,27,13kg,Dry Food,,,Always serve food in a clean bowl and have fresh clean water available at all times.,Ivory Coat,"Kangaroo, Lamb","Dehydrated Australian Lamb, Peas, Sweet Potato, Tapioca, Australian Chicken, Pea Protein, Dehydrated Australian Poultry, Chicken Fat, Lentils, Beet Pulp, Chicken Digest, Dehydrated Australian Kangaroo, Salmon Oil, Linseed, Canola Oil, Salt, Potassium Chloride, Choline Chloride, Chicory Root Inulin, Vitamins and Minerals, Superfood Blend (Tomato, Apple, Carrot, Pumpkin, Kale, Blueberries, Spinach, Cranberries), Natural Antioxidants, Yucca Schidigera Extract, Vitamin E.",Superior,All,Adult,Grain Free,Yes,Suitable for Adult dogs 1+ Years
178510,143125,Supercoat Smartblend Chicken Large Adult Dog Food 18kg,76.99,73.14,3.85,18kg,Dry Food,,,"SWITCHING TO SUPERCOAT: To avoid stomach upsets, please allow 7 to 10 days to ease transition from your dog's current food to SUPERCOAT. Gradually add more SUPERCOAT and less of the previous food to your dog's bowl until the changeover is complete.  IMPORTANT: Always have fresh, clean water available.",Supercoat,Chicken,"Meat and meat by-products (chicken, beef) and poultry by-products; wholegrain wheat; wholegrain barley and sorghum and corn; cereal by-products and vegetable proteins; minerals, vitamins and amino acids (including calcium, phosphorus, sodium, chloride, potassium, manganese, zinc, iron, copper, iodine, vitamin A, vitamin E, vitamin B1, vitamin B2, vitamin B3, vitamin B5, vitamin B6, vitamin B12, vitamin D, choline & folic acid).",Essential,Large,Adult,,Yes,"Specifically formulated for adult large and giant breed dogs, larger than 25kg."
88272,136934,Royal Canin Veterinary Anallergenic Adult Dog Food 8Kg,200.99,145.99,55,8kg,Dry Food,,,"For dogs with Adverse Food Reactions (AFR), food allergy, food intolerance, with dermatological and/or gastro-intestinal signs, food elimiation trial, Inflammatory Bowel Disease (IBD).",Royal Canin Veterinary Diet,,"COMPOSITION: maize starch, feather hydrolysate with low molecular weight (source of L amino acids and oligopeptides), copra oil, soya oil, minerals, vegetable fibres, chicory pulp, fructo-oligo-saccharides, fish oil, mono- and diglycerides of fatty acids esterified with citric acid, animal fat, marigold extract (source of lutein. ADDITIVES (per kg): Nutritional additives: Vitamin A: 30600 IU, Vitamin D3: 800 IU, E1 (Iron): 42 mg, E2 (Iodine): 3.7 mg, E4 (Copper): 13 mg, E5 (Manganese): 55 mg, E6 (Zinc): 198 mg, E8 (Selenium): 0.1 mg - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 18% - Fat content: 16.5% - Crude ash: 8.8% - Crude fibres: 2.2% - Essential fatty acids: 41.8 g/kg.Product ingredients",,,Adult,,No,Anallergenic is formulated to assist in the management of severe adverse food reactions in dogs. The complete diet includes hydrolised protein sources and carefully selected carbohydrates to reduce skin and digestive reactions.
142962,141743,Black Hawk Chicken & Rice Large Puppy Food 20kg,186.99,156.99,30,20kg,Dry Food,,,"When changing foods, it is important to do so gradually so your pet gets used to new flavours and textures. We suggest a week.      Tailored specifically for growing puppies, this complete diet is also suitable for pregnant and lactating bitches, who may need food available at all times. Make sure fresh water in a clean bowl is available at all times.       For maximum freshness, close packaging tightly between feeds, or store product in an airtight container. Store in a cool, dry place away from sunlight.",Black Hawk,Chicken,"Chicken Meal, Rice, Oats, Chickpeas, Faba Beans, Chicken Fat, Hydrolysed Chicken Protein, Chicken Digest, Turkey Meal, Beet Pulp, Fish Oil, Plant Cellulose, Essential Vitamins And Minerals (See Tables), Sweet Potato, Pumpkin, Chicory Root, Natural Yeast Extracts, Sea Kelp, Tomato, Yucca Schidigera Extract, Natural Antioxidants, Algae _-Glucan, Green-Lipped Mussel, D-Glucosamine, Emu Oil, Chondroitin Sulphate, Blueberries, Carrots, Cranberries, Dandelion, Peppermint And Rosemary.",Premium,"Giant, Large",Puppy,,Yes,
93060,136881,Hill's Prescription Diet Z/D Skin/Food Sens Adult Dog Food 3.6kg,99.99,79.99,20,3.6kg,Dry Food,,,Please consult your veterinarian for further information on how our Hill's Prescription Diet foods can help your pet to continue to enjoy a happy and active life.,Hill's Prescription Diet,,"Corn Starch, Hydrolyzed Chicken Liver, Powdered Cellulose, Soybean Oil, Calcium Carbonate, Dicalcium Phosphate, Lactic Acid, Potassium Chloride, Glyceryl Monostearate, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement), DL-Methionine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",,,Adult,Allergy,No,Skin/Food Sensitivities
85548,133440,Hill's Prescription Diet Z/D Skin/Food Sens Adult Dog Food 7.98kg,170.99,138.99,32,7.98kg,Dry Food,,,Please consult your veterinarian for further information on how our Hill's Prescription Diet foods can help your pet to continue to enjoy a happy and active life.,Hill's Prescription Diet,,"Corn Starch, Hydrolyzed Chicken Liver, Powdered Cellulose, Soybean Oil, Calcium Carbonate, Dicalcium Phosphate, Lactic Acid, Potassium Chloride, Glyceryl Monostearate, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement), DL-Methionine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",,,Adult,Allergy,No,Skin/Food Sensitivities
86379,133441,Hill's Prescription Diet Z/D Skin/Food Sens Adult Dog Food 11.3kg,208.99,152.99,56,11.3kg,Dry Food,,,Please consult your veterinarian for further information on how our Hill's Prescription Diet foods can help your pet to continue to enjoy a happy and active life.,Hill's Prescription Diet,,"Corn Starch, Hydrolyzed Chicken Liver, Powdered Cellulose, Soybean Oil, Calcium Carbonate, Dicalcium Phosphate, Lactic Acid, Potassium Chloride, Glyceryl Monostearate, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement), DL-Methionine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",,,Adult,Allergy,No,Skin/Food Sensitivities
78264,132931,Eukanuba Large Breed Adult Dog Food - 15kg,151.99,119.46,32.53,15kg,Dry Food,,,"Store in a Cool Dry Place Away from SunlightWhen feeding for the first time gradually introduce Eukanuba into your dog's diet over a period of 4 days. We recommend feeding your dog twice a day. Divide the daily amount shown in the chart by the number of meals. Your dog may eat more or less depending on age, temperament and activity level.",Eukanuba,Chicken,"Dried Chicken And Turkey (23%, A Natural Source Of Glucosamine And Chondroitin Sulphate), Maize, Wheat, Sorghum, Barley, Animal Fat, Dried Beet Pulp (2.8%), Hydrolysed Animal Proteins, Dried Whole Egg, Potassium Chloride, Fish Oil, Calcium Carbonate, Sodium Chloride, Sodium Hexametaphosphate, Fructooligosaccharides (0.28%), Linseed",Superior,Large,Adult,Hip and Joint Support,No,Recommended for adult large breed (>25kg and 1-6 years)
87042,121905,Royal Canin Golden Retriever Puppy Dog Food - 12kg,168.99,142.99,26,12kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,,"dehydrated poultry protein, rice, maize, vegetable protein isolate*, animal fats, wheat, vegetable fibres, hydrolysed animal proteins, beet pulp, minerals, fish oil, soya oil, fructo-oligo-saccharides, psyllium husks and seeds, hydrolysed yeast (source of manno-oligo-saccharides), hydrolysed crustaceans (source of glucosamine), borage oil (0.1%), marigold extract (source of lutein), hydrolysed cartilage (source of chondroitin). ADDITIVES (per kg): Nutritional additives: Vitamin A: 24400 IU, Vitamin D3: 800 IU, E1 (Iron): 40 mg, E2 (Iodine): 2.8 mg, E4 (Copper): 9 mg, E5 (Manganese): 53 mg, E6 (Zinc): 198 mg, E8 (Selenium): 0.1 mg - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 29% - Fat content: 16% - Crude ash: 6.5% - Crude fibres: 3.8% - EPA and DHA fatty acids: 4 g/kg.",Superior,Golden Retriever,Puppy,Growth Support,No,Complete feed specially for Golden Retriever puppies up to 15 months old.
76404,134528,Royal Canin Dachshund Adult Dog Food 7.5kg,114.99,88.75,26.24,7.5kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,,"rice, dehydrated poultry protein, vegetable protein isolate*, animal fats, hydrolysed animal proteins, vegetable fibres, minerals, beet pulp, fish oil, soya oil, fructo-oligo-saccharides, borage oil, marigold extract (source of lutein), hydrolysed crustaceans (source of glucosamine), green tea and grape extracts (source of polyphenols), hydrolysed cartilage (source of chondroitin). ADDITIVES (per kg): Nutritional additives: Vitamin A: 31500 IU, Vitamin D3: 800 IU, E1 (Iron): 47 mg, E2 (Iodine): 4.7 mg, E4 (Copper): 9 mg, E5 (Manganese): 61 mg, E6 (Zinc): 183 mg, E8 (Selenium): 0.1 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 28% - Fat content: 14% - Crude ash: 6.4% - Crude fibres: 2.9% - Per kg: Calcium: 8 g - Phosphorus: 6.6 g. *L.I.P.: protein selected for its very high assimilation.",Superior,Dachshund,"Adult, Senior",,No,Complete dog feed for adult and mature Dachshunds over 10 months old.
72942,98677,Royal Canin Dachshund Adult Dog Food 1.5kg,43.99,32.58,11.41,1.5kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,,"rice, dehydrated poultry protein, vegetable protein isolate*, animal fats, hydrolysed animal proteins, vegetable fibres, minerals, beet pulp, fish oil, soya oil, fructo-oligo-saccharides, borage oil, marigold extract (source of lutein), hydrolysed crustaceans (source of glucosamine), green tea and grape extracts (source of polyphenols), hydrolysed cartilage (source of chondroitin). ADDITIVES (per kg): Nutritional additives: Vitamin A: 31500 IU, Vitamin D3: 800 IU, E1 (Iron): 47 mg, E2 (Iodine): 4.7 mg, E4 (Copper): 9 mg, E5 (Manganese): 61 mg, E6 (Zinc): 183 mg, E8 (Selenium): 0.1 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants. ANALYTICAL CONSTITUENTS: Protein: 28% - Fat content: 14% - Crude ash: 6.4% - Crude fibres: 2.9% - Per kg: Calcium: 8 g - Phosphorus: 6.6 g. *L.I.P.: protein selected for its very high assimilation.",Superior,Dachshund,"Adult, Senior",,No,Complete dog feed for adult and mature Dachshunds over 10 months old.
130950,139363,Advance Oodles Small Adult Dog Food 2.5kg,47.99,37.36,10.63,2.5kg,Dry Food,,,Fresh drinking water should always be freely available for ideal water turnover. Regular visits to your veterinarian are advised to ensure your dog remains in good health. This pack is sold by weight and some settling of contents may occur during transit. Please store food in a cool dry place out of direct sunlight.,Advance,Salmon,"Salmon Meal; Rice; Sorghum; Rice Flour; Chicken Fat; Chicken Meal; Dried Beet Pulp; Natural Flavour (Chicken); Vitamins and Minerals; Amino Acids (incl. Arginine, Taurine and Methionine); Salt; Sunflower Oil; Inulin; Sodium Tripolyphosphate; Antioxidants.",Superior,"Cavoodle, Small, Toy Cavoodle",Adult,Complete Health,No,Designed for Small Oodles
73167,132848,Hill's Science Diet Adult Dog Food Chicken - 12kg,147.99,118.39,29.6,12kg,Dry Food,,,"Not Recommended for Puppies, pregnant or nursing dogs, or mature adult dogs",Hills Science Diet,Chicken,"Chicken, Whole grain wheat, Cracked pearled barley, Whole grain sorghum, Whole grain corn, Corn gluten meal, Chicken meal, Pork fat, Chicken liver flavor, Dried beet pulp, Soybean oil, Lactic acid, Flaxseed, Potassium chloride, Iodized salt, Calcium carbonate, Choline chloride, vitamins (Vitamin E supplement, L-Ascorbyl-2-Polyphosphate (Source of vitamin C), Niacin supplement, Thiamine mononitrate, Vitamin A Supplement, Calcium pantothenate, Vitamin B12 supplement, Pyridoxine hydrochloride, Riboflavin supplement, Biotin, Folic acid, Vitamin D3 supplement), Minerals (Ferrous sulfate, Zinc oxide, Copper sulfate, Manganous oxide, Calcium iodate, Sodium selenite), Oat fiber, Taurine, Mixed tocopherols for freshness, Natural flavors, Beta-carotene, Apples, Broccoli, Carrots, Cranberries, Green peas.",Superior,,Adult,,No,Superior
60615,96218,Hill's Science Diet Adult Dog Food Chicken - 3kg,61.99,53.73,8.26,3kg,Dry Food,,,"Not Recommended for Puppies, pregnant or nursing dogs, or mature adult dogs",Hills Science Diet,Chicken,"Chicken, Whole grain wheat, Cracked pearled barley, Whole grain sorghum, Whole grain corn, Corn gluten meal, Chicken meal, Pork fat, Chicken liver flavor, Dried beet pulp, Soybean oil, Lactic acid, Flaxseed, Potassium chloride, Iodized salt, Calcium carbonate, Choline chloride, vitamins (Vitamin E supplement, L-Ascorbyl-2-Polyphosphate (Source of vitamin C), Niacin supplement, Thiamine mononitrate, Vitamin A Supplement, Calcium pantothenate, Vitamin B12 supplement, Pyridoxine hydrochloride, Riboflavin supplement, Biotin, Folic acid, Vitamin D3 supplement), Minerals (Ferrous sulfate, Zinc oxide, Copper sulfate, Manganous oxide, Calcium iodate, Sodium selenite), Oat fiber, Taurine, Mixed tocopherols for freshness, Natural flavors, Beta-carotene, Apples, Broccoli, Carrots, Cranberries, Green peas.",Superior,,Adult,,No,Superior
