Product_Id,Product_Slug,Brand,Product_Name,Product_Size,Offer_Price,Recommended_Price,Description,Ingredients,Feeding_Guide,Reviews_Count,Rating
3624,black-hawk-lamb-and-rice-adult-dry-dog-food-20kg,Black Hawk,Black Hawk Lamb And Rice Adult Dry Dog Food 20kg,20kg,$129.99,$169.39,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition designed for adult dogs of all breeds to promote optimal healthHighly palatable and digestible formula with a tasty lamb and rice flavourQuality IngredientsMade with special ingredients to ensure your dog stays healthy throughout their lifeContains real Australian free range lamb providing an excellent source of protein for strong muscles, healthy bones and vitalityVitamins and MineralsRich in zinc, iron and vitamin B12, providing the nutrients dogs need for health and wellbeingVitamin K and magnesium in peas help muscle, nerve and cardiovascular functionVitalityContains rice and oats for increased energy to the body and brainSlow release carbohydrates provide sustained energyImmune HealthSupplemented with the freshest vegetables and fruits for immunity and natural defenceBlueberries and cranberries provide a natural source of antioxidants to help control free radicals and protect against cell damageSkin and Coat HealthContains omega 3, 6, and 9 fatty acids to encourage healthy skin and coatEmu oil is a fantastic source of omega fatty acidsJoint HealthNatural source of chondroitin and glucosamine which can help promote healthy joints and mobilityEmu oil is beneficial for joint flexibility and mobilityHeart HealthContains rosemary which can help promote a healthy heart, circulation and blood pressureDigestive HealthHigh in fibre to promote healthy digestionPeas and kelp are a great source of fibreEye HealthCarrots contain vitamin A and beta-carotene which have shown to improve visionFurther Information100% Australian madeFormulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Ingredients:Lamb Meal, Ground Brown Rice, Ground Oats, Chicken Fat (preserved with mixed Tocopherols source of Vit E, Citric Acid Rosemary extract), Rye, Flaxseed meal, Fish Meal, Canola Oil, Emu Oil, Dried Carrots, Dried Kelp, Choline Chloride, Potassium Chloride, Chicory, Yucca Schidigera Extract, Glucosamine, Chondroitin Sulphate, Dried Blueberries, Dandelion, Peppermint, Rosemary, Tomato Meal, Zinc Oxide, Zinc Amino Acid Chelated, Iron Sulphate, Vitamin A-Acetate, Vitamin D3 Supplement, Manganous Oxide, Vitamin E Supplement, Vitamin B12 Supplement, Copper Sulphate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Riboflavin, Niacin, Calcium Pantothenate, Folic acid, Pyridoxine Hydrochloride, Thiamine Mononitrate, D-Biotin, Calcium Iodate, Sodium Selenite, Cobalt Carbonate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 17%, Crude Fibre 4.5%, Ash (max), 10%, Phosphorous [P] (max) 1.4%, Calcium [Ca] (max) 2.5%, Moisture (max) 10%,Calories:ME kcal/kg 3,770Nutritional Guarantee:BlackHawk Professional Lamb And Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Feeding Guidelines: Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all times1 cup = 126g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",1169,4.99
12995,black-hawk-lamb-and-rice-adult-dry-dog-food-40kg,Black Hawk,Black Hawk Lamb And Rice Adult Dry Dog Food 40kg,40kg,$239.99,$338.78,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition designed for adult dogs of all breeds to promote optimal healthHighly palatable and digestible formula with a tasty lamb and rice flavourQuality IngredientsMade with special ingredients to ensure your dog stays healthy throughout their lifeContains real Australian free range lamb providing an excellent source of protein for strong muscles, healthy bones and vitalityVitamins and MineralsRich in zinc, iron and vitamin B12, providing the nutrients dogs need for health and wellbeingVitamin K and magnesium in peas help muscle, nerve and cardiovascular functionVitalityContains rice and oats for increased energy to the body and brainSlow release carbohydrates provide sustained energyImmune HealthSupplemented with the freshest vegetables and fruits for immunity and natural defenceBlueberries and cranberries provide a natural source of antioxidants to help control free radicals and protect against cell damageSkin and Coat HealthContains omega 3, 6, and 9 fatty acids to encourage healthy skin and coatEmu oil is a fantastic source of omega fatty acidsJoint HealthNatural source of chondroitin and glucosamine which can help promote healthy joints and mobilityEmu oil is beneficial for joint flexibility and mobilityHeart HealthContains rosemary which can help promote a healthy heart, circulation and blood pressureDigestive HealthHigh in fibre to promote healthy digestionPeas and kelp are a great source of fibreEye HealthCarrots contain vitamin A and beta-carotene which have shown to improve visionFurther Information100% Australian madeFormulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Ingredients:Lamb Meal, Ground Brown Rice, Ground Oats, Chicken Fat (preserved with mixed Tocopherols source of Vit E, Citric Acid Rosemary extract), Rye, Flaxseed meal, Fish Meal, Canola Oil, Emu Oil, Dried Carrots, Dried Kelp, Choline Chloride, Potassium Chloride, Chicory, Yucca Schidigera Extract, Glucosamine, Chondroitin Sulphate, Dried Blueberries, Dandelion, Peppermint, Rosemary, Tomato Meal, Zinc Oxide, Zinc Amino Acid Chelated, Iron Sulphate, Vitamin A-Acetate, Vitamin D3 Supplement, Manganous Oxide, Vitamin E Supplement, Vitamin B12 Supplement, Copper Sulphate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Riboflavin, Niacin, Calcium Pantothenate, Folic acid, Pyridoxine Hydrochloride, Thiamine Mononitrate, D-Biotin, Calcium Iodate, Sodium Selenite, Cobalt Carbonate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 17%, Crude Fibre 4.5%, Ash (max), 10%, Phosphorous [P] (max) 1.4%, Calcium [Ca] (max) 2.5%, Moisture (max) 10%,Calories:ME kcal/kg 3,770Nutritional Guarantee:BlackHawk Professional Lamb And Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Feeding Guidelines: Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all times1 cup = 126g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",1169,4.99
13561,black-hawk-lamb-and-rice-adult-dry-dog-food-60kg,Black Hawk,Black Hawk Lamb And Rice Adult Dry Dog Food 60kg,60kg,$349.99,$508.17,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition designed for adult dogs of all breeds to promote optimal healthHighly palatable and digestible formula with a tasty lamb and rice flavourQuality IngredientsMade with special ingredients to ensure your dog stays healthy throughout their lifeContains real Australian free range lamb providing an excellent source of protein for strong muscles, healthy bones and vitalityVitamins and MineralsRich in zinc, iron and vitamin B12, providing the nutrients dogs need for health and wellbeingVitamin K and magnesium in peas help muscle, nerve and cardiovascular functionVitalityContains rice and oats for increased energy to the body and brainSlow release carbohydrates provide sustained energyImmune HealthSupplemented with the freshest vegetables and fruits for immunity and natural defenceBlueberries and cranberries provide a natural source of antioxidants to help control free radicals and protect against cell damageSkin and Coat HealthContains omega 3, 6, and 9 fatty acids to encourage healthy skin and coatEmu oil is a fantastic source of omega fatty acidsJoint HealthNatural source of chondroitin and glucosamine which can help promote healthy joints and mobilityEmu oil is beneficial for joint flexibility and mobilityHeart HealthContains rosemary which can help promote a healthy heart, circulation and blood pressureDigestive HealthHigh in fibre to promote healthy digestionPeas and kelp are a great source of fibreEye HealthCarrots contain vitamin A and beta-carotene which have shown to improve visionFurther Information100% Australian madeFormulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Ingredients:Lamb Meal, Ground Brown Rice, Ground Oats, Chicken Fat (preserved with mixed Tocopherols source of Vit E, Citric Acid Rosemary extract), Rye, Flaxseed meal, Fish Meal, Canola Oil, Emu Oil, Dried Carrots, Dried Kelp, Choline Chloride, Potassium Chloride, Chicory, Yucca Schidigera Extract, Glucosamine, Chondroitin Sulphate, Dried Blueberries, Dandelion, Peppermint, Rosemary, Tomato Meal, Zinc Oxide, Zinc Amino Acid Chelated, Iron Sulphate, Vitamin A-Acetate, Vitamin D3 Supplement, Manganous Oxide, Vitamin E Supplement, Vitamin B12 Supplement, Copper Sulphate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Riboflavin, Niacin, Calcium Pantothenate, Folic acid, Pyridoxine Hydrochloride, Thiamine Mononitrate, D-Biotin, Calcium Iodate, Sodium Selenite, Cobalt Carbonate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 17%, Crude Fibre 4.5%, Ash (max), 10%, Phosphorous [P] (max) 1.4%, Calcium [Ca] (max) 2.5%, Moisture (max) 10%,Calories:ME kcal/kg 3,770Nutritional Guarantee:BlackHawk Professional Lamb And Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs","Feeding Guidelines: Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all times1 cup = 126g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",1169,4.99
1649,royal-canin-mini-adult-dry-dog-food-2kg,Royal Canin,Royal Canin Mini Adult Dry Dog Food 2kg,2kg,$28.11,$38.00,"Royal Canin Mini Adult Dry Dog Food Is Highly Nutritious And Delicious With Many Health Benefits For Small Breed CaninesComplete and balanced nutrition for adultsmall breed dogs (up to 10 kg) - over 10 months oldWeight MaintenanceHelps maintain ideal weight in small breed dogs by perfectly meeting their high energy needs and promoting fat metabolism by L-carnitineEnhanced PalatabilitySatisfies the fussy appetite of small breed dogs by means of its formulation and a selection of exclusive flavouringsSkin and Coat HealthThis formula contains nutrients that help support a healthy skin and coatEnriched with EPA-DHA fatty acidsDental HealthHelps reduce tartar formation thanks to the chelation agents in calciumMini for small-sized dogs from 1 to 10 kgRoyal Canin uses the name MINI to refer to dogs whose adult weight is between 1kg and 10kgEach small dog is unique, respect their differencesAge, sensitivities, lifestyle... Because all small dogs are different, the MINI SIZE HEALTH NUTRITION range provides nutritional solutions, specifically formulated to meet individual needs with precision","CompositionDehydrated poultry protein, maize, maize flour, animal fats, maize gluten, vegetable protein isolate, wheat, hydrolysed animal proteins, rice, beet pulp, minerals, fish oil, soya oil, yeasts and parts thereof, fructo-oligo-saccharidesAdditives (per kg)Nutritional additives: Vitamin A: 22000 IU, Vitamin D3: 1000 IU, E1 (Iron): 41 mg, E2 (Iodine): 4.1 mg, E4 (Copper): 13 mg, E5 (Manganese): 54 mg, E6 (Zinc): 133 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Preservatives - Antioxidants.Analytical ConstituentsProtein: 27% - Fat content: 16% - Crude ash: 5.7% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilationMetabolizable energy3960kcal/kg","Feeding GuideRecommended daily quantities (g/day, cups/day)Water should always be availableIt is recommended to divide the daily intake into 2 meals1 cup = 91gLow ActivityMedium ActivityHigh ActivityWeight of Adult Dog (kg)Amount of Food per daygCupsgCupsgCups240&frac12;47&frac12;53⅝355⅝63&frac34;72&frac34;468&frac34;79⅞891580⅞9311061 ⅛69211061 ⅛1211 ⅜71031 ⅛1201 ⅜1361&frac12;81141 &frac14;1321&frac12;1501 ⅝91251 ⅜1441 ⅝1641&frac34;101351&frac12;1561&frac34;1782",163,4.98
18487,royal-canin-mini-adult-dry-dog-food-4kg,Royal Canin,Royal Canin Mini Adult Dry Dog Food 4kg,4kg,$51.65,$69.00,"Royal Canin Mini Adult Dry Dog Food Is Highly Nutritious And Delicious With Many Health Benefits For Small Breed CaninesComplete and balanced nutrition for adultsmall breed dogs (up to 10 kg) - over 10 months oldWeight MaintenanceHelps maintain ideal weight in small breed dogs by perfectly meeting their high energy needs and promoting fat metabolism by L-carnitineEnhanced PalatabilitySatisfies the fussy appetite of small breed dogs by means of its formulation and a selection of exclusive flavouringsSkin and Coat HealthThis formula contains nutrients that help support a healthy skin and coatEnriched with EPA-DHA fatty acidsDental HealthHelps reduce tartar formation thanks to the chelation agents in calciumMini for small-sized dogs from 1 to 10 kgRoyal Canin uses the name MINI to refer to dogs whose adult weight is between 1kg and 10kgEach small dog is unique, respect their differencesAge, sensitivities, lifestyle... Because all small dogs are different, the MINI SIZE HEALTH NUTRITION range provides nutritional solutions, specifically formulated to meet individual needs with precision","CompositionDehydrated poultry protein, maize, maize flour, animal fats, maize gluten, vegetable protein isolate, wheat, hydrolysed animal proteins, rice, beet pulp, minerals, fish oil, soya oil, yeasts and parts thereof, fructo-oligo-saccharidesAdditives (per kg)Nutritional additives: Vitamin A: 22000 IU, Vitamin D3: 1000 IU, E1 (Iron): 41 mg, E2 (Iodine): 4.1 mg, E4 (Copper): 13 mg, E5 (Manganese): 54 mg, E6 (Zinc): 133 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Preservatives - Antioxidants.Analytical ConstituentsProtein: 27% - Fat content: 16% - Crude ash: 5.7% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilationMetabolizable energy3960kcal/kg","Feeding GuideRecommended daily quantities (g/day, cups/day)Water should always be availableIt is recommended to divide the daily intake into 2 meals1 cup = 91gLow ActivityMedium ActivityHigh ActivityWeight of Adult Dog (kg)Amount of Food per daygCupsgCupsgCups240&frac12;47&frac12;53⅝355⅝63&frac34;72&frac34;468&frac34;79⅞891580⅞9311061 ⅛69211061 ⅛1211 ⅜71031 ⅛1201 ⅜1361&frac12;81141 &frac14;1321&frac12;1501 ⅝91251 ⅜1441 ⅝1641&frac34;101351&frac12;1561&frac34;1782",163,4.98
1650,royal-canin-mini-adult-dry-dog-food-8kg,Royal Canin,Royal Canin Mini Adult Dry Dog Food 8kg,8kg,$86.12,$115.00,"Royal Canin Mini Adult Dry Dog Food Is Highly Nutritious And Delicious With Many Health Benefits For Small Breed CaninesComplete and balanced nutrition for adultsmall breed dogs (up to 10 kg) - over 10 months oldWeight MaintenanceHelps maintain ideal weight in small breed dogs by perfectly meeting their high energy needs and promoting fat metabolism by L-carnitineEnhanced PalatabilitySatisfies the fussy appetite of small breed dogs by means of its formulation and a selection of exclusive flavouringsSkin and Coat HealthThis formula contains nutrients that help support a healthy skin and coatEnriched with EPA-DHA fatty acidsDental HealthHelps reduce tartar formation thanks to the chelation agents in calciumMini for small-sized dogs from 1 to 10 kgRoyal Canin uses the name MINI to refer to dogs whose adult weight is between 1kg and 10kgEach small dog is unique, respect their differencesAge, sensitivities, lifestyle... Because all small dogs are different, the MINI SIZE HEALTH NUTRITION range provides nutritional solutions, specifically formulated to meet individual needs with precision","CompositionDehydrated poultry protein, maize, maize flour, animal fats, maize gluten, vegetable protein isolate, wheat, hydrolysed animal proteins, rice, beet pulp, minerals, fish oil, soya oil, yeasts and parts thereof, fructo-oligo-saccharidesAdditives (per kg)Nutritional additives: Vitamin A: 22000 IU, Vitamin D3: 1000 IU, E1 (Iron): 41 mg, E2 (Iodine): 4.1 mg, E4 (Copper): 13 mg, E5 (Manganese): 54 mg, E6 (Zinc): 133 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Preservatives - Antioxidants.Analytical ConstituentsProtein: 27% - Fat content: 16% - Crude ash: 5.7% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilationMetabolizable energy3960kcal/kg","Feeding GuideRecommended daily quantities (g/day, cups/day)Water should always be availableIt is recommended to divide the daily intake into 2 meals1 cup = 91gLow ActivityMedium ActivityHigh ActivityWeight of Adult Dog (kg)Amount of Food per daygCupsgCupsgCups240&frac12;47&frac12;53⅝355⅝63&frac34;72&frac34;468&frac34;79⅞891580⅞9311061 ⅛69211061 ⅛1211 ⅜71031 ⅛1201 ⅜1361&frac12;81141 &frac14;1321&frac12;1501 ⅝91251 ⅜1441 ⅝1641&frac34;101351&frac12;1561&frac34;1782",163,4.98
15604,royal-canin-mini-adult-dry-dog-food-16kg,Royal Canin,Royal Canin Mini Adult Dry Dog Food 16kg,16kg,$191.16,$230.00,"Royal Canin Mini Adult Dry Dog Food Is Highly Nutritious And Delicious With Many Health Benefits For Small Breed CaninesComplete and balanced nutrition for adultsmall breed dogs (up to 10 kg) - over 10 months oldWeight MaintenanceHelps maintain ideal weight in small breed dogs by perfectly meeting their high energy needs and promoting fat metabolism by L-carnitineEnhanced PalatabilitySatisfies the fussy appetite of small breed dogs by means of its formulation and a selection of exclusive flavouringsSkin and Coat HealthThis formula contains nutrients that help support a healthy skin and coatEnriched with EPA-DHA fatty acidsDental HealthHelps reduce tartar formation thanks to the chelation agents in calciumMini for small-sized dogs from 1 to 10 kgRoyal Canin uses the name MINI to refer to dogs whose adult weight is between 1kg and 10kgEach small dog is unique, respect their differencesAge, sensitivities, lifestyle... Because all small dogs are different, the MINI SIZE HEALTH NUTRITION range provides nutritional solutions, specifically formulated to meet individual needs with precision","CompositionDehydrated poultry protein, maize, maize flour, animal fats, maize gluten, vegetable protein isolate, wheat, hydrolysed animal proteins, rice, beet pulp, minerals, fish oil, soya oil, yeasts and parts thereof, fructo-oligo-saccharidesAdditives (per kg)Nutritional additives: Vitamin A: 22000 IU, Vitamin D3: 1000 IU, E1 (Iron): 41 mg, E2 (Iodine): 4.1 mg, E4 (Copper): 13 mg, E5 (Manganese): 54 mg, E6 (Zinc): 133 mg, E8 (Selenium): 0.1 mg, L-carnitine: 50 mg - Preservatives - Antioxidants.Analytical ConstituentsProtein: 27% - Fat content: 16% - Crude ash: 5.7% - Crude fibres: 1.3% - EPA/DHA: 2.5 g/kg. *L.I.P.: protein selected for its very high assimilationMetabolizable energy3960kcal/kg","Feeding GuideRecommended daily quantities (g/day, cups/day)Water should always be availableIt is recommended to divide the daily intake into 2 meals1 cup = 91gLow ActivityMedium ActivityHigh ActivityWeight of Adult Dog (kg)Amount of Food per daygCupsgCupsgCups240&frac12;47&frac12;53⅝355⅝63&frac34;72&frac34;468&frac34;79⅞891580⅞9311061 ⅛69211061 ⅛1211 ⅜71031 ⅛1201 ⅜1361&frac12;81141 &frac14;1321&frac12;1501 ⅝91251 ⅜1441 ⅝1641&frac34;101351&frac12;1561&frac34;1782",163,4.98
10917,natures-goodness-grain-free-chicken-duck-and-garden-vegetables-dry-dog-food-7kg,Natures Goodness,Natures Goodness Grain Free Chicken Duck And Garden Vegetables Dry Dog Food 7kg,7kg,$29.99,$35.60,"Natures Goodness Dog Food Is A Natural Holistic Balanced FormulationProvides a complete diet foradultdogs of all breedsFree from grains and fillers - a healthier diet with reduced allergens, perfect for sensitive caninesMuscle HealthContains optimal protein levels (28%) to aid lean muscle development and maintenanceDigestive HealthContains natural prebiotic plant fibres from beet pulp and chicory (inulin) promote the growth of beneficial bacteria and support healthy digestionSkin and Coat HealthContains balanced omega 3 and 6 Fatty Acids to help maintain healthy skin and coatBones and Teeth HealthCalcium and phosphorus to aid in the development and maintenance of bones and teethImmune HealthSelected blend of natural antioxidants, vitamins (Vitamin E, B6 and B12) and minerals (zinc) to help support your dog's immune systemOther InformationAustralian real meat is the #1 ingredientExcellent palatability from high quality ingredientsContains no wheat, corn, or cerealsNo artificial flavours, colours or preservativesHigh in natural fats and oils","IngredientsMeat and meat meals (poultry, beef and duck) and/or Poultry By-Products, vegetables and vegetable proteins, tapioca and/or potato starches, poultry fat stabilised with natural mixed tocopherols, beet pulp, meat digest, whole oil seeds (linseed and/or canola), salt, potassium chloride, chicory root inulin, Choline chloride, essential vitamins and minerals, natural antioxidants, yucca, kelp meal, egg powderGuaranteedAnalysisCrude Protein (min) 28%, Crude Fat (min) 14%, Crude Fibre (max) 3%, Calcium (min) 2%, Phosphorus (min) 1.2%, Zinc 120mg/kg, Vitamin E 54 IU/kg, Vitamin B6 6.4 mg/kg, Vitamin B12 0.045 mg/kg, omega 3* 0.7%, omega 6* 2.3%Metabolisable Energy340 kCal/100g*not recognized as an essential nutrient by the AAFCO Dog Food Nutrient Profiles","Feeding Guide:The feeding guide is simply a guide onlyYour pet may need more or less food to maintain its proper weight depending on your dog's age, breed and activity levelIf feeding this food for the first time, mix increasing amounts of the new food whilst decreasing the old food over a period of 4-5 daysAlways serve food in a clean bowl and have fresh clean water available at all timesWeight Of Dog (kg)Amount To Feed DailyCupsGrams1-5kg1/4 - 135 - 115g5kg - 15kg1 - 2 1/4115 - 260g15kg - 25kg2 1/4 - 3 1/4260 - 380g25kg - 40kg3 1/4 - 4 3/4380 - 540gOver 40kgadd 100g per additional 10kg weightNote: Kibble size indicated in product imagery is approximate and subject to variations.",1094,4.99
11036,natures-goodness-grain-free-chicken-duck-and-garden-vegetables-dry-dog-food-14kg,Natures Goodness,Natures Goodness Grain Free Chicken Duck And Garden Vegetables Dry Dog Food 14kg,14kg,$55.00,$71.20,"Natures Goodness Dog Food Is A Natural Holistic Balanced FormulationProvides a complete diet foradultdogs of all breedsFree from grains and fillers - a healthier diet with reduced allergens, perfect for sensitive caninesMuscle HealthContains optimal protein levels (28%) to aid lean muscle development and maintenanceDigestive HealthContains natural prebiotic plant fibres from beet pulp and chicory (inulin) promote the growth of beneficial bacteria and support healthy digestionSkin and Coat HealthContains balanced omega 3 and 6 Fatty Acids to help maintain healthy skin and coatBones and Teeth HealthCalcium and phosphorus to aid in the development and maintenance of bones and teethImmune HealthSelected blend of natural antioxidants, vitamins (Vitamin E, B6 and B12) and minerals (zinc) to help support your dog's immune systemOther InformationAustralian real meat is the #1 ingredientExcellent palatability from high quality ingredientsContains no wheat, corn, or cerealsNo artificial flavours, colours or preservativesHigh in natural fats and oils","IngredientsMeat and meat meals (poultry, beef and duck) and/or Poultry By-Products, vegetables and vegetable proteins, tapioca and/or potato starches, poultry fat stabilised with natural mixed tocopherols, beet pulp, meat digest, whole oil seeds (linseed and/or canola), salt, potassium chloride, chicory root inulin, Choline chloride, essential vitamins and minerals, natural antioxidants, yucca, kelp meal, egg powderGuaranteedAnalysisCrude Protein (min) 28%, Crude Fat (min) 14%, Crude Fibre (max) 3%, Calcium (min) 2%, Phosphorus (min) 1.2%, Zinc 120mg/kg, Vitamin E 54 IU/kg, Vitamin B6 6.4 mg/kg, Vitamin B12 0.045 mg/kg, omega 3* 0.7%, omega 6* 2.3%Metabolisable Energy340 kCal/100g*not recognized as an essential nutrient by the AAFCO Dog Food Nutrient Profiles","Feeding Guide:The feeding guide is simply a guide onlyYour pet may need more or less food to maintain its proper weight depending on your dog's age, breed and activity levelIf feeding this food for the first time, mix increasing amounts of the new food whilst decreasing the old food over a period of 4-5 daysAlways serve food in a clean bowl and have fresh clean water available at all timesWeight Of Dog (kg)Amount To Feed DailyCupsGrams1-5kg1/4 - 135 - 115g5kg - 15kg1 - 2 1/4115 - 260g15kg - 25kg2 1/4 - 3 1/4260 - 380g25kg - 40kg3 1/4 - 4 3/4380 - 540gOver 40kgadd 100g per additional 10kg weightNote: Kibble size indicated in product imagery is approximate and subject to variations.",1094,4.99
8787,natures-goodness-grain-free-chicken-duck-and-garden-vegetables-dry-dog-food-20kg,Natures Goodness,Natures Goodness Grain Free Chicken Duck And Garden Vegetables Dry Dog Food 20kg,20kg,$71.39,$100.00,"Natures Goodness Dog Food Is A Natural Holistic Balanced FormulationProvides a complete diet foradultdogs of all breedsFree from grains and fillers - a healthier diet with reduced allergens, perfect for sensitive caninesMuscle HealthContains optimal protein levels (28%) to aid lean muscle development and maintenanceDigestive HealthContains natural prebiotic plant fibres from beet pulp and chicory (inulin) promote the growth of beneficial bacteria and support healthy digestionSkin and Coat HealthContains balanced omega 3 and 6 Fatty Acids to help maintain healthy skin and coatBones and Teeth HealthCalcium and phosphorus to aid in the development and maintenance of bones and teethImmune HealthSelected blend of natural antioxidants, vitamins (Vitamin E, B6 and B12) and minerals (zinc) to help support your dog's immune systemOther InformationAustralian real meat is the #1 ingredientExcellent palatability from high quality ingredientsContains no wheat, corn, or cerealsNo artificial flavours, colours or preservativesHigh in natural fats and oils","IngredientsMeat and meat meals (poultry, beef and duck) and/or Poultry By-Products, vegetables and vegetable proteins, tapioca and/or potato starches, poultry fat stabilised with natural mixed tocopherols, beet pulp, meat digest, whole oil seeds (linseed and/or canola), salt, potassium chloride, chicory root inulin, Choline chloride, essential vitamins and minerals, natural antioxidants, yucca, kelp meal, egg powderGuaranteedAnalysisCrude Protein (min) 28%, Crude Fat (min) 14%, Crude Fibre (max) 3%, Calcium (min) 2%, Phosphorus (min) 1.2%, Zinc 120mg/kg, Vitamin E 54 IU/kg, Vitamin B6 6.4 mg/kg, Vitamin B12 0.045 mg/kg, omega 3* 0.7%, omega 6* 2.3%Metabolisable Energy340 kCal/100g*not recognized as an essential nutrient by the AAFCO Dog Food Nutrient Profiles","Feeding Guide:The feeding guide is simply a guide onlyYour pet may need more or less food to maintain its proper weight depending on your dog's age, breed and activity levelIf feeding this food for the first time, mix increasing amounts of the new food whilst decreasing the old food over a period of 4-5 daysAlways serve food in a clean bowl and have fresh clean water available at all timesWeight Of Dog (kg)Amount To Feed DailyCupsGrams1-5kg1/4 - 135 - 115g5kg - 15kg1 - 2 1/4115 - 260g15kg - 25kg2 1/4 - 3 1/4260 - 380g25kg - 40kg3 1/4 - 4 3/4380 - 540gOver 40kgadd 100g per additional 10kg weightNote: Kibble size indicated in product imagery is approximate and subject to variations.",1094,4.99
